RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7800441,9822,702.717,-1,-1,-1,-1,5563972,590583,7545594,11938,2891093
9,Bayern,9259192,13019,705.476,-1,-1,-1,-1,6709583,718020,8976345,17326,3482229
11,Berlin,2712988,4225,739.336,-1,-1,-1,-1,1919580,321134,2622181,4690,1012895
12,Brandenburg,1676336,1846,664.713,-1,-1,-1,-1,1172771,142034,1598571,1819,549121
4,Bremen,579989,1013,851.420,-1,-1,-1,-1,395017,40142,554249,651,171698
2,Hamburg,1445941,1323,782.752,-1,-1,-1,-1,1025671,122654,1402347,1689,396695
6,Hessen,4574271,5708,727.451,-1,-1,-1,-1,3231638,375534,4325019,5982,1446132
13,Mecklenburg-Vorpommern,1146111,1451,712.694,-1,-1,-1,-1,843996,91150,1096325,1701,383874
3,Niedersachsen,5985070,5376,748.732,-1,-1,-1,-1,3935065,490305,5720285,6744,2140889
5,Nordrhein-Westfalen,13730789,6537,765.065,-1,-1,-1,-1,9800771,841653,13072681,7718,4985884
7,Rheinland-Pfalz,3030320,3958,740.203,-1,-1,-1,-1,2198631,225312,2835334,3533,1092113
10,Saarland,777652,864,787.985,-1,-1,-1,-1,585058,61082,748129,971,304100
14,Sachsen,2516207,4644,617.933,-1,-1,-1,-1,1885114,223354,2397603,3805,850014
15,Sachsen-Anhalt,1498385,1965,682.703,-1,-1,-1,-1,1066463,133045,1446133,2758,517576
1,Schleswig-Holstein,2231171,1875,768.370,-1,-1,-1,-1,1559899,179246,2161444,2280,782133
16,Thüringen,1409631,2599,664.846,-1,-1,-1,-1,1013675,135035,1356566,2179,499399
0,Gesamt,60572136,66437,728.322,-1,-1,-1,-1,42993266,4773367,58047309,75911,21566034
