RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3330692,107520,300.052,-1,-1,-1,-1,2271731,201180,910044,26126
9,Bayern,4083915,143804,311.162,-1,-1,-1,-1,2914790,254670,1056295,37232
11,Berlin,1023994,33493,279.056,-1,-1,-1,-1,720078,61188,377005,8833
12,Brandenburg,685944,19517,271.996,-1,-1,-1,-1,469705,49685,214452,11664
4,Bremen,214092,6333,314.286,-1,-1,-1,-1,144521,11992,73584,3053
2,Hamburg,563861,15277,305.243,-1,-1,-1,-1,381822,42297,142160,4465
6,Hessen,1878104,79397,298.677,-1,-1,-1,-1,1233740,122371,509053,8274
13,Mecklenburg-Vorpommern,526325,18210,327.288,-1,-1,-1,-1,384527,32840,123938,5582
3,Niedersachsen,2511187,107510,314.149,-1,-1,-1,-1,1624040,177641,603094,13759
5,Nordrhein-Westfalen,5778601,199014,321.977,-1,-1,-1,-1,4058654,267686,1442102,22232
7,Rheinland-Pfalz,1219816,39053,297.959,-1,-1,-1,-1,867913,51613,404746,17451
10,Saarland,338858,12240,343.360,-1,-1,-1,-1,265317,21330,90415,1802
14,Sachsen,1120049,32975,275.063,-1,-1,-1,-1,805174,65771,456406,16733
15,Sachsen-Anhalt,672155,21946,306.251,-1,-1,-1,-1,475689,44340,179982,5303
1,Schleswig-Holstein,838040,32236,288.604,-1,-1,-1,-1,612444,47876,287522,12464
16,Thüringen,601410,17050,281.905,-1,-1,-1,-1,448379,36029,269492,8323
0,Gesamt,25451513,888189,306.030,-1,-1,-1,-1,17679768,1534466,7145486,204576
