RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,245773,7083,22.141,142557,82189,8282,47268,239884,5889,76041,5866
9,Bayern,340112,8287,25.914,123008,172617,7344,90878,329572,10540,144734,13437
11,Berlin,103404,3121,28.179,75899,24764,108,33503,100486,2918,36764,2110
12,Brandenburg,76097,698,30.175,33344,39540,1141,17341,74889,1208,17458,2766
4,Bremen,20029,266,29.402,8779,8109,156,6931,18772,1257,6604,685
2,Hamburg,49270,1417,26.672,19224,24269,1846,12005,48717,553,13961,1636
6,Hessen,138721,3510,22.061,58840,60483,5144,38103,138721,0,51643,2299
13,Mecklenburg-Vorpommern,58003,762,36.068,11025,25561,1253,20869,56272,1731,17923,1197
3,Niedersachsen,159097,3415,19.903,32374,86647,25385,68824,157025,2072,61103,7599
5,Nordrhein-Westfalen,379102,7153,21.123,55279,213954,10696,157272,373805,5297,135089,7663
7,Rheinland-Pfalz,143381,450,35.023,52153,57818,87,33323,139576,3805,29372,5752
10,Saarland,22888,636,23.192,14878,6388,1,5743,21808,1080,10644,935
14,Sachsen,95470,3052,23.446,14395,61549,1352,24365,94232,1238,23985,4186
15,Sachsen-Anhalt,52824,1033,24.068,18031,26323,2247,18722,52216,608,24010,2114
1,Schleswig-Holstein,92616,1140,31.895,27108,27549,6306,25348,92053,563,17160,2504
16,Thüringen,56774,1702,26.612,21722,27739,2291,7051,56774,0,13158,1203
0,Gesamt,2033561,43725,24.452,708616,945499,73639,607546,1994802,38759,679649,61952
