RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7097073,5731,639.353,-1,-1,-1,-1,4987966,549235,6396210,6450,41629
9,Bayern,8342378,13243,635.622,-1,-1,-1,-1,5942241,664289,7528606,14024,30562
11,Berlin,2431536,4200,662.636,-1,-1,-1,-1,1705567,280452,2184517,5374,11495
12,Brandenburg,1523261,2095,604.015,-1,-1,-1,-1,1048232,131774,1337024,2766,3786
4,Bremen,524192,500,769.510,-1,-1,-1,-1,354340,34169,454896,435,2938
2,Hamburg,1300032,2521,703.765,-1,-1,-1,-1,915749,118178,1146106,3139,2486
6,Hessen,4181187,5559,664.939,-1,-1,-1,-1,2909795,342609,3667782,6655,19591
13,Mecklenburg-Vorpommern,1039064,1648,646.129,-1,-1,-1,-1,757263,82026,927462,2147,2051
3,Niedersachsen,5557267,7969,695.214,-1,-1,-1,-1,3577639,470248,4770282,11963,6746
5,Nordrhein-Westfalen,12771778,21030,711.630,-1,-1,-1,-1,8993063,789081,10995945,25023,70482
7,Rheinland-Pfalz,2797086,4644,683.232,-1,-1,-1,-1,2005668,211812,2419860,4803,7558
10,Saarland,717820,959,727.358,-1,-1,-1,-1,537615,57294,641365,1255,2324
14,Sachsen,2294362,4661,563.452,-1,-1,-1,-1,1692879,204060,2073829,4045,4239
15,Sachsen-Anhalt,1354394,2232,617.097,-1,-1,-1,-1,951297,118461,1201413,2669,7441
1,Schleswig-Holstein,2080862,2022,716.606,-1,-1,-1,-1,1434212,167956,1820089,3093,16136
16,Thüringen,1261531,1663,591.330,-1,-1,-1,-1,901721,125153,1150355,2068,6201
0,Gesamt,55465975,80709,666.925,-1,-1,-1,-1,38796793,4429359,48891112,95948,235726
