RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7927492,1923,714.163,-1,-1,-1,-1,5667670,608181,7683542,1552,4064610
9,Bayern,9404627,1319,716.557,-1,-1,-1,-1,6835072,734182,9142281,1736,4690589
11,Berlin,2741194,1270,747.023,-1,-1,-1,-1,1947972,319475,2612568,811,1333736
12,Brandenburg,1700449,5,674.275,-1,-1,-1,-1,1191767,146069,1624822,3,771940
4,Bremen,589876,0,865.934,-1,-1,-1,-1,401833,42387,562131,0,249593
2,Hamburg,1463882,8,792.464,-1,-1,-1,-1,1040566,123927,1420225,11,561586
6,Hessen,4634770,624,737.072,-1,-1,-1,-1,3278565,387141,4386410,422,2038597
13,Mecklenburg-Vorpommern,1158770,5,720.566,-1,-1,-1,-1,853733,93712,1114296,5,524799
3,Niedersachsen,6054027,147,757.359,-1,-1,-1,-1,3993532,499006,5802316,134,3111605
5,Nordrhein-Westfalen,13926892,630,775.992,-1,-1,-1,-1,9967804,864309,13251181,746,6985782
7,Rheinland-Pfalz,3067769,29,749.351,-1,-1,-1,-1,2229347,231181,2872642,126,1525750
10,Saarland,786766,28,797.220,-1,-1,-1,-1,592289,62611,757734,39,419169
14,Sachsen,2554242,28,627.274,-1,-1,-1,-1,1916403,229471,2437213,35,1152232
15,Sachsen-Anhalt,1516207,39,690.824,-1,-1,-1,-1,1079439,137414,1473150,58,688124
1,Schleswig-Holstein,2257699,5,777.505,-1,-1,-1,-1,1581950,183467,2188733,9,1091295
16,Thüringen,1435211,54,676.911,-1,-1,-1,-1,1035300,137512,1378008,35,666137
0,Gesamt,61418444,6114,738.498,-1,-1,-1,-1,43700541,4883135,58896532,5722,29963943
