RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6833441,12732,615.603,-1,-1,-1,-1,4778489,542742,6459823,20095
9,Bayern,8026303,12621,611.540,-1,-1,-1,-1,5694572,649738,7488878,28051
11,Berlin,2334592,5348,636.217,-1,-1,-1,-1,1629488,269198,2121548,9134
12,Brandenburg,1462070,3633,579.751,-1,-1,-1,-1,1000787,128729,1351869,5758
4,Bremen,498238,1585,731.410,-1,-1,-1,-1,335705,32071,468316,1400
2,Hamburg,1233962,3124,667.998,-1,-1,-1,-1,863824,117207,1090820,9379
6,Hessen,3988622,5601,634.315,-1,-1,-1,-1,2751193,333921,3571284,13072
13,Mecklenburg-Vorpommern,999042,3000,621.241,-1,-1,-1,-1,725987,80249,933380,4062
3,Niedersachsen,5315282,8804,664.942,-1,-1,-1,-1,3387556,463512,4750330,32230
5,Nordrhein-Westfalen,12119338,30006,675.277,-1,-1,-1,-1,8432779,776512,10976013,56386
7,Rheinland-Pfalz,2666924,4943,651.438,-1,-1,-1,-1,1895267,208169,2401393,7757
10,Saarland,691315,1188,700.501,-1,-1,-1,-1,516630,56465,624345,3327
14,Sachsen,2195744,4082,539.234,-1,-1,-1,-1,1608051,197912,2052697,5548
15,Sachsen-Anhalt,1301236,2487,592.877,-1,-1,-1,-1,911190,115742,1220743,5061
1,Schleswig-Holstein,1995305,7241,687.142,-1,-1,-1,-1,1363935,164330,1810878,10858
16,Thüringen,1218662,1652,571.236,-1,-1,-1,-1,871112,124015,1154838,3689
0,Gesamt,53066487,108178,638.074,-1,-1,-1,-1,36846360,4342416,48652173,216109
