RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8204041,694,739.077,-1,-1,-1,-1,5898770,639579,8215481,1461,6278402
9,Bayern,9715955,1082,740.278,-1,-1,-1,-1,7108947,762956,9801901,2331,7301268
11,Berlin,2842239,279,774.559,-1,-1,-1,-1,2031104,329917,2816005,524,2159738
12,Brandenburg,1755213,174,695.990,-1,-1,-1,-1,1237175,153298,1742846,436,1294972
4,Bremen,613350,73,900.394,-1,-1,-1,-1,419914,45640,604716,136,435140
2,Hamburg,1536963,128,832.026,-1,-1,-1,-1,1103960,129736,1533190,363,1095600
6,Hessen,4825050,525,767.333,-1,-1,-1,-1,3442786,407117,4682001,966,3506349
13,Mecklenburg-Vorpommern,1196400,93,743.966,-1,-1,-1,-1,883979,99232,1195119,337,903767
3,Niedersachsen,6273095,439,784.764,-1,-1,-1,-1,4187343,515955,6197624,1244,5016977
5,Nordrhein-Westfalen,14401701,775,802.447,-1,-1,-1,-1,10380505,908017,14113327,2071,10875356
7,Rheinland-Pfalz,3175870,285,775.756,-1,-1,-1,-1,2319461,242150,3071019,656,2388027
10,Saarland,810784,70,821.557,-1,-1,-1,-1,611573,65750,807449,151,642548
14,Sachsen,2649587,294,650.689,-1,-1,-1,-1,1996120,241871,2610140,667,1921266
15,Sachsen-Anhalt,1567643,92,714.259,-1,-1,-1,-1,1120139,146514,1591144,373,1166648
1,Schleswig-Holstein,2340352,387,805.969,-1,-1,-1,-1,1654934,191172,2344181,747,2061711
16,Thüringen,1486895,191,701.287,-1,-1,-1,-1,1079760,141179,1485326,550,1082971
0,Gesamt,63596965,5584,764.693,-1,-1,-1,-1,45566572,5103406,63006243,13022,48271556
