RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8030373,6057,723.431,-1,-1,-1,-1,5752918,621297,7825606,14309,5011860
9,Bayern,9511377,7033,724.691,-1,-1,-1,-1,6929411,745180,9330481,21559,5628700
11,Berlin,2780478,2515,757.729,-1,-1,-1,-1,1980881,324018,2676717,5466,1635266
12,Brandenburg,1718493,1416,681.430,-1,-1,-1,-1,1206387,148964,1661334,3485,960804
4,Bremen,598767,383,878.986,-1,-1,-1,-1,408209,43777,574637,863,328496
2,Hamburg,1481580,2020,802.045,-1,-1,-1,-1,1055966,125287,1439613,2081,744883
6,Hessen,4699445,3515,747.358,-1,-1,-1,-1,3333132,395631,4458072,6596,2551709
13,Mecklenburg-Vorpommern,1170155,1025,727.646,-1,-1,-1,-1,862853,95768,1140367,2028,668839
3,Niedersachsen,6117001,3651,765.237,-1,-1,-1,-1,4049160,505579,5894688,8850,3889579
5,Nordrhein-Westfalen,14095600,9617,785.392,-1,-1,-1,-1,10116242,880259,13475988,20293,8380303
7,Rheinland-Pfalz,3102902,2149,757.932,-1,-1,-1,-1,2258919,235716,2928137,4579,1885614
10,Saarland,795610,725,806.181,-1,-1,-1,-1,599389,64064,771536,1263,523614
14,Sachsen,2588408,2600,635.665,-1,-1,-1,-1,1944186,235460,2490611,4546,1420811
15,Sachsen-Anhalt,1529815,1359,697.024,-1,-1,-1,-1,1089715,140483,1503450,3683,819108
1,Schleswig-Holstein,2284701,2775,786.804,-1,-1,-1,-1,1605796,186510,2230249,3799,1407043
16,Thüringen,1453341,1654,685.462,-1,-1,-1,-1,1051271,139021,1412615,3321,823664
0,Gesamt,62158449,48541,747.396,-1,-1,-1,-1,44333221,4970238,60004889,106899,36786897
