RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,238397,7169,21.476,138565,79455,7937,45472,232766,5631,69808,5175
9,Bayern,331825,6964,25.282,120160,168487,7107,89551,321822,10003,131297,15757
11,Berlin,100283,2843,27.329,73051,24486,108,33152,97521,2762,34654,1828
12,Brandenburg,75399,1444,29.898,32798,39427,1093,17209,74491,908,14525,1571
4,Bremen,19764,348,29.013,8606,8081,147,6825,18507,1257,5918,677
2,Hamburg,47605,1231,25.771,18558,23337,1842,11701,47085,520,12215,1348
6,Hessen,135211,4448,21.503,57107,59310,5129,37338,135211,0,49344,3211
13,Mecklenburg-Vorpommern,57239,802,35.593,10839,25234,1251,20627,55508,1731,16670,1078
3,Niedersachsen,155283,3093,19.426,30938,85046,24510,67500,153211,2072,52975,7742
5,Nordrhein-Westfalen,363713,1732,20.266,54821,200072,10565,155896,358848,4865,118494,8300
7,Rheinland-Pfalz,142618,71,34.837,52120,57179,86,33233,138813,3805,23446,5748
10,Saarland,22252,663,22.548,14568,6072,1,5726,21282,970,9709,873
14,Sachsen,92418,2899,22.696,12983,60467,950,23848,91320,1098,19799,3477
15,Sachsen-Anhalt,51791,1467,23.597,17502,25920,2162,18362,51183,608,21896,1715
1,Schleswig-Holstein,91476,1325,31.502,26903,27328,6280,24445,91014,462,14601,1709
16,Thüringen,54937,1575,25.751,20690,27111,2225,6936,54937,0,11435,1653
0,Gesamt,1980211,38074,23.810,690209,917012,71393,597821,1943519,36692,606786,61862
