RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7260318,6515,654.059,-1,-1,-1,-1,5122966,551722,6563905,7030,126973
9,Bayern,8513208,11909,648.638,-1,-1,-1,-1,6083528,669748,7734303,16034,90446
11,Berlin,2473271,2434,674.009,-1,-1,-1,-1,1737322,286551,2250722,4214,57020
12,Brandenburg,1556783,1977,617.307,-1,-1,-1,-1,1075509,131941,1381269,2964,12886
4,Bremen,536917,284,788.191,-1,-1,-1,-1,363764,34881,470242,786,9922
2,Hamburg,1330001,3693,719.989,-1,-1,-1,-1,939626,118456,1187862,4706,8801
6,Hessen,4276063,4860,680.027,-1,-1,-1,-1,2986521,344594,3791479,7957,65000
13,Mecklenburg-Vorpommern,1058861,1260,658.439,-1,-1,-1,-1,773118,82505,955793,2487,10223
3,Niedersachsen,5664081,6771,708.576,-1,-1,-1,-1,3658258,470934,4935957,7889,32963
5,Nordrhein-Westfalen,13031464,15020,726.099,-1,-1,-1,-1,9212577,792217,11447229,25287,199312
7,Rheinland-Pfalz,2863653,3961,699.492,-1,-1,-1,-1,2059353,214017,2503425,5765,45511
10,Saarland,731001,885,740.714,-1,-1,-1,-1,548246,57329,657725,1518,7375
14,Sachsen,2345577,3396,576.030,-1,-1,-1,-1,1735203,209027,2133490,5078,15958
15,Sachsen-Anhalt,1383970,2037,630.573,-1,-1,-1,-1,974901,118999,1234622,2307,21833
1,Schleswig-Holstein,2118138,1634,729.443,-1,-1,-1,-1,1465599,168481,1900248,3045,47558
16,Thüringen,1286110,1736,606.588,-1,-1,-1,-1,920486,126386,1172507,2134,17510
0,Gesamt,56622246,68421,680.828,-1,-1,-1,-1,39739132,4460412,50497096,99360,769463
