RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7748372,9848,698.027,-1,-1,-1,-1,5528327,579708,7031671,10080,2286128
9,Bayern,9200871,13968,701.033,-1,-1,-1,-1,6666000,707900,8413384,16342,2915897
11,Berlin,2696303,3412,734.789,-1,-1,-1,-1,1908012,317765,2479932,3852,859661
12,Brandenburg,1666895,3325,660.970,-1,-1,-1,-1,1166562,139713,1481772,2628,466723
4,Bremen,574387,859,843.196,-1,-1,-1,-1,392129,38094,504571,617,137925
2,Hamburg,1440512,1889,779.813,-1,-1,-1,-1,1021782,121999,1292222,1535,329693
6,Hessen,4545167,5507,722.823,-1,-1,-1,-1,3212646,366950,4056213,5217,1144985
13,Mecklenburg-Vorpommern,1138617,2042,708.034,-1,-1,-1,-1,838517,89509,1025553,1712,321061
3,Niedersachsen,5957454,5894,745.277,-1,-1,-1,-1,3915667,485416,5265890,6851,1700386
5,Nordrhein-Westfalen,13677304,13784,762.085,-1,-1,-1,-1,9764608,828510,12226105,14420,4155215
7,Rheinland-Pfalz,3013332,3140,736.054,-1,-1,-1,-1,2186677,221728,2658396,2877,861390
10,Saarland,773963,1249,784.247,-1,-1,-1,-1,582725,60042,696530,798,249125
14,Sachsen,2499457,4707,613.820,-1,-1,-1,-1,1872189,219809,2285986,3545,698294
15,Sachsen-Anhalt,1489754,2422,678.771,-1,-1,-1,-1,1060701,130737,1331230,2398,433240
1,Schleswig-Holstein,2223381,2212,765.687,-1,-1,-1,-1,1554074,177473,2021957,2171,678989
16,Thüringen,1398127,2772,659.420,-1,-1,-1,-1,1005731,133107,1256577,1877,425272
0,Gesamt,60241008,77374,724.340,-1,-1,-1,-1,42762208,4701515,54208088,77058,17710503
