RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6648929,5271,598.981,-1,-1,-1,-1,4639948,534457,5908028,13908
9,Bayern,7805406,6484,594.710,-1,-1,-1,-1,5519230,638935,6600261,18287
11,Berlin,2237837,2071,609.849,-1,-1,-1,-1,1552786,258146,1883401,5237
12,Brandenburg,1408293,72,558.427,-1,-1,-1,-1,960339,125064,1235698,141
4,Bremen,481086,137,706.231,-1,-1,-1,-1,325868,28720,419029,2607
2,Hamburg,1176486,1007,636.884,-1,-1,-1,-1,816477,116077,911002,3819
6,Hessen,3867189,3762,615.003,-1,-1,-1,-1,2652990,327908,3223115,5278
13,Mecklenburg-Vorpommern,962208,11,598.337,-1,-1,-1,-1,698438,77047,835053,62
3,Niedersachsen,5163786,332,645.989,-1,-1,-1,-1,3276002,455726,4165215,4618
5,Nordrhein-Westfalen,11675957,8188,650.572,-1,-1,-1,-1,8064590,754568,9674608,12294
7,Rheinland-Pfalz,2580393,439,630.301,-1,-1,-1,-1,1826971,201056,2154800,1505
10,Saarland,668838,170,677.725,-1,-1,-1,-1,501485,55140,552064,360
14,Sachsen,2125632,1543,522.016,-1,-1,-1,-1,1550834,193385,1931823,4123
15,Sachsen-Anhalt,1258110,270,573.228,-1,-1,-1,-1,882266,111918,1105486,776
1,Schleswig-Holstein,1908269,2491,657.169,-1,-1,-1,-1,1298254,156488,1602655,5356
16,Thüringen,1186746,278,556.276,-1,-1,-1,-1,847138,123965,1086815,3789
0,Gesamt,51338211,32526,617.293,-1,-1,-1,-1,35492080,4239829,43454685,82160
