RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7268999,2314,654.842,-1,-1,-1,-1,5130602,551757,6985615,2942,131818
9,Bayern,8534279,5805,650.244,-1,-1,-1,-1,6100219,670386,8193873,7430,97388
11,Berlin,2478762,2093,675.506,-1,-1,-1,-1,1741650,287296,2366464,3296,63235
12,Brandenburg,1559721,752,618.472,-1,-1,-1,-1,1077917,131942,1485312,975,13861
4,Bremen,538608,475,790.673,-1,-1,-1,-1,364901,34954,513380,625,10444
2,Hamburg,1336145,1699,723.315,-1,-1,-1,-1,944046,118566,1275978,1683,10588
6,Hessen,4280969,1609,680.807,-1,-1,-1,-1,2990944,344655,4024625,2764,67868
13,Mecklenburg-Vorpommern,1060917,595,659.718,-1,-1,-1,-1,774717,82547,1016917,617,10812
3,Niedersachsen,5671212,2121,709.468,-1,-1,-1,-1,3664642,470936,5349682,2406,35506
5,Nordrhein-Westfalen,13046679,6051,726.947,-1,-1,-1,-1,9225598,792254,12217287,10044,211742
7,Rheinland-Pfalz,2866036,821,700.074,-1,-1,-1,-1,2061524,214027,2656099,1296,47974
10,Saarland,732344,358,742.075,-1,-1,-1,-1,549312,57329,701696,441,8158
14,Sachsen,2349371,1290,576.962,-1,-1,-1,-1,1738397,209350,2232075,1679,17022
15,Sachsen-Anhalt,1385772,572,631.394,-1,-1,-1,-1,976358,119032,1335412,874,22473
1,Schleswig-Holstein,2121842,1334,730.719,-1,-1,-1,-1,1468562,168514,2032249,2115,49735
16,Thüringen,1288713,521,607.816,-1,-1,-1,-1,922013,126411,1246846,804,18492
0,Gesamt,56713234,28421,681.922,-1,-1,-1,-1,39813583,4462589,53818063,40005,817313
