RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8214660,282,740.033,-1,-1,-1,-1,5906110,640965,8236387,407,6339851
9,Bayern,9729414,299,741.304,-1,-1,-1,-1,7119589,763636,9827711,795,7386802
11,Berlin,2846691,178,775.773,-1,-1,-1,-1,2034700,330154,2824297,340,2187996
12,Brandenburg,1757489,41,696.893,-1,-1,-1,-1,1238799,153437,1747640,106,1312440
4,Bremen,614599,30,902.227,-1,-1,-1,-1,420859,45816,606796,25,440736
2,Hamburg,1540441,53,833.909,-1,-1,-1,-1,1106941,129946,1539229,175,1113509
6,Hessen,4833108,110,768.614,-1,-1,-1,-1,3449509,407541,4697101,285,3564368
13,Mecklenburg-Vorpommern,1197962,30,744.937,-1,-1,-1,-1,885029,99410,1199197,96,916242
3,Niedersachsen,6282247,186,785.909,-1,-1,-1,-1,4194493,516903,6217837,323,5079858
5,Nordrhein-Westfalen,14424899,340,803.740,-1,-1,-1,-1,10398975,909941,14154168,881,11021353
7,Rheinland-Pfalz,3180622,59,776.917,-1,-1,-1,-1,2323194,242592,3082079,171,2415636
10,Saarland,811647,22,822.432,-1,-1,-1,-1,612244,65829,809745,72,649669
14,Sachsen,2653538,127,651.659,-1,-1,-1,-1,1998904,242061,2618598,334,1952493
15,Sachsen-Anhalt,1570065,63,715.363,-1,-1,-1,-1,1121945,146690,1596927,204,1184216
1,Schleswig-Holstein,2343246,36,806.966,-1,-1,-1,-1,1657185,191420,2351047,70,2096028
16,Thüringen,1489046,34,702.302,-1,-1,-1,-1,1081166,141245,1490236,71,1096878
0,Gesamt,63691701,1890,765.832,-1,-1,-1,-1,45639902,5110921,63193985,4355,48900237
