RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6312088,27251,568.636,-1,-1,-1,-1,4376972,519925,4530296,75233
9,Bayern,7349733,41114,559.991,-1,-1,-1,-1,5156807,606465,5276900,77959
11,Berlin,2093936,9646,570.634,-1,-1,-1,-1,1445770,231875,1474581,27245
12,Brandenburg,1354647,5210,537.155,-1,-1,-1,-1,919699,119351,950101,16464
4,Bremen,456596,2078,670.280,-1,-1,-1,-1,312294,24529,292981,6293
2,Hamburg,1060241,5967,573.955,-1,-1,-1,-1,728780,96691,733167,8537
6,Hessen,3582247,20307,569.689,-1,-1,-1,-1,2452047,276057,2525754,43734
13,Mecklenburg-Vorpommern,920371,3695,572.321,-1,-1,-1,-1,666688,73041,696857,13927
3,Niedersachsen,4802340,35826,600.773,-1,-1,-1,-1,3013063,406218,3154646,51098
5,Nordrhein-Westfalen,10917171,65206,608.293,-1,-1,-1,-1,7441126,698328,8057641,118886
7,Rheinland-Pfalz,2415711,14537,590.075,-1,-1,-1,-1,1697445,184598,1661925,33559
10,Saarland,612865,4820,621.008,-1,-1,-1,-1,458772,46331,455568,5204
14,Sachsen,2010447,11328,493.728,-1,-1,-1,-1,1460880,179669,1588928,21303
15,Sachsen-Anhalt,1190770,6136,542.546,-1,-1,-1,-1,833421,106571,876200,14704
1,Schleswig-Holstein,1784705,10049,614.616,-1,-1,-1,-1,1210615,139878,1249172,23298
16,Thüringen,1137554,3272,533.217,-1,-1,-1,-1,808157,122857,842019,15168
0,Gesamt,48180450,266960,579.324,-1,-1,-1,-1,33057441,3913281,34490355,558099
