RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6108600,47163,550.305,-1,-1,-1,-1,4203040,509671,4104051,64423
9,Bayern,7002026,94210,533.498,-1,-1,-1,-1,4882073,560274,4919578,61550
11,Berlin,2024912,12622,551.824,-1,-1,-1,-1,1389388,223777,1317105,21656
12,Brandenburg,1327754,7365,526.491,-1,-1,-1,-1,898884,117031,866602,14654
4,Bremen,433656,2978,636.604,-1,-1,-1,-1,293715,23621,256681,3846
2,Hamburg,1001537,16401,542.176,-1,-1,-1,-1,680107,90310,672886,9293
6,Hessen,3440696,29888,547.178,-1,-1,-1,-1,2341676,260472,2274464,39966
13,Mecklenburg-Vorpommern,894674,8112,556.342,-1,-1,-1,-1,643969,72061,637780,12140
3,Niedersachsen,4576147,50328,572.476,-1,-1,-1,-1,2845100,365810,2907575,38508
5,Nordrhein-Westfalen,10439920,103986,581.701,-1,-1,-1,-1,7015683,678186,7338287,127173
7,Rheinland-Pfalz,2319201,24408,566.501,-1,-1,-1,-1,1613464,182644,1492920,25186
10,Saarland,584568,5604,592.335,-1,-1,-1,-1,437348,41108,430699,4455
14,Sachsen,1943157,17956,477.203,-1,-1,-1,-1,1404507,171956,1490728,23066
15,Sachsen-Anhalt,1155427,8450,526.443,-1,-1,-1,-1,804618,103194,801798,16995
1,Schleswig-Holstein,1718537,11136,591.829,-1,-1,-1,-1,1165870,131745,1116154,18793
16,Thüringen,1112692,4839,521.563,-1,-1,-1,-1,790055,122477,759473,15831
0,Gesamt,46249449,446037,556.105,-1,-1,-1,-1,31475799,3731623,31487487,501591
