RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2502716,33868,225.462,-1,-1,-1,-1,1618072,112422,773267,4618
9,Bayern,3173376,38764,241.786,-1,-1,-1,-1,2192728,178230,907056,2685
11,Berlin,809079,7645,220.488,-1,-1,-1,-1,538714,51149,319959,3703
12,Brandenburg,562705,135,223.128,-1,-1,-1,-1,378062,43189,176274,1
4,Bremen,174705,1479,256.466,-1,-1,-1,-1,117196,10014,54010,553
2,Hamburg,446805,4939,241.875,-1,-1,-1,-1,286503,25756,111501,2689
6,Hessen,1353414,22412,215.235,-1,-1,-1,-1,855118,63889,467168,1717
13,Mecklenburg-Vorpommern,387999,873,241.272,-1,-1,-1,-1,271917,25823,105377,4
3,Niedersachsen,1867292,33171,233.598,-1,-1,-1,-1,1151135,138033,522997,286
5,Nordrhein-Westfalen,4362227,53572,243.059,-1,-1,-1,-1,2860748,175433,1260346,10393
7,Rheinland-Pfalz,955924,5798,233.499,-1,-1,-1,-1,650544,41170,288579,1008
10,Saarland,255286,636,258.678,-1,-1,-1,-1,194082,15157,79738,3
14,Sachsen,912375,7865,224.062,-1,-1,-1,-1,636252,53305,337043,8923
15,Sachsen-Anhalt,526978,957,240.105,-1,-1,-1,-1,349949,35972,138669,2
1,Schleswig-Holstein,671486,4668,231.246,-1,-1,-1,-1,467305,41228,210273,4495
16,Thüringen,477658,3447,223.897,-1,-1,-1,-1,349417,28854,207155,5475
0,Gesamt,19486698,220229,234.309,-1,-1,-1,-1,12918978,1069222,5960243,46555
