RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2796244,127997,251.905,-1,-1,-1,-1,1843279,155315,803720,13062
9,Bayern,3510407,158317,267.465,-1,-1,-1,-1,2488037,199123,928846,10674
11,Berlin,883016,34172,240.637,-1,-1,-1,-1,605462,53626,332924,5422
12,Brandenburg,601589,24553,238.547,-1,-1,-1,-1,406595,44393,174796,3912
4,Bremen,188101,6089,276.131,-1,-1,-1,-1,127000,10270,58517,1829
2,Hamburg,477249,14505,258.356,-1,-1,-1,-1,309151,32475,117410,1640
6,Hessen,1531471,77467,243.551,-1,-1,-1,-1,984997,78243,478124,4516
13,Mecklenburg-Vorpommern,441617,25508,274.614,-1,-1,-1,-1,317235,27097,108248,1473
3,Niedersachsen,2090402,105405,261.509,-1,-1,-1,-1,1334232,149027,537671,7882
5,Nordrhein-Westfalen,4844225,214209,269.915,-1,-1,-1,-1,3294386,199785,1310129,16648
7,Rheinland-Pfalz,1055241,45197,257.759,-1,-1,-1,-1,737805,42193,318903,9633
10,Saarland,282976,12334,286.736,-1,-1,-1,-1,221219,15191,83304,1493
14,Sachsen,974152,28750,239.234,-1,-1,-1,-1,689773,54461,378702,19487
15,Sachsen-Anhalt,583990,28505,266.081,-1,-1,-1,-1,403717,37570,150961,5500
1,Schleswig-Holstein,729528,45985,251.235,-1,-1,-1,-1,522776,42576,231354,7756
16,Thüringen,520141,19323,243.811,-1,-1,-1,-1,389003,31043,226318,7667
0,Gesamt,21562627,970295,259.270,-1,-1,-1,-1,14675904,1207092,6241152,118657
