RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1421665,27055,128.073,667934,539588,134444,107122,893504,68938,596626,12012
9,Bayern,1693785,30453,129.053,816031,662951,190810,141514,1130622,90784,807125,18470
11,Berlin,487011,8729,132.719,339903,150142,15432,50965,302563,46796,241500,5124
12,Brandenburg,357347,5239,141.698,174006,115141,46662,28265,226936,26195,112420,5423
4,Bremen,106519,2741,156.369,54775,43988,3205,9123,70658,6752,39419,764
2,Hamburg,241908,5717,130.956,89930,133440,13684,15894,163301,10139,101059,1576
6,Hessen,773784,12718,123.056,282248,304085,62951,57840,509589,31613,379060,8048
13,Mecklenburg-Vorpommern,186794,4389,116.155,82270,66792,13396,29215,134893,13100,81997,3255
3,Niedersachsen,1001007,24719,125.226,503701,400110,86880,109872,635776,64669,437802,8901
5,Nordrhein-Westfalen,2313386,53972,128.899,919450,1146737,152095,216042,1431855,102065,943776,12362
7,Rheinland-Pfalz,554729,12129,135.501,239778,232813,37849,48584,380568,34151,194446,6101
10,Saarland,147936,3534,149.902,78954,48468,10904,16227,98519,10238,55404,1850
14,Sachsen,470039,12513,115.433,145450,155492,54024,33995,348296,29888,275836,3463
15,Sachsen-Anhalt,296609,10118,135.143,139845,105314,27784,37285,186855,23809,106468,1858
1,Schleswig-Holstein,436079,7623,150.177,221975,147523,47373,68620,287943,26868,128037,3126
16,Thüringen,305079,5479,143.003,153862,93645,47327,31025,200361,20017,132864,2578
0,Gesamt,10800637,227128,129.867,4910112,4353189,944820,1001588,7002239,606392,4633859,94911
