RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,2203519,64689,198.508,-1,-1,-1,-1,1440455,102828,743298,7573
9,Bayern,2807017,82644,213.872,-1,-1,-1,-1,1938271,154962,891972,3397
11,Berlin,742205,17793,202.264,-1,-1,-1,-1,485836,50996,299004,3549
12,Brandenburg,508781,14143,201.746,-1,-1,-1,-1,341363,43136,168462,1885
4,Bremen,160325,2710,235.356,-1,-1,-1,-1,109787,9125,50301,1058
2,Hamburg,388754,11663,210.450,-1,-1,-1,-1,265285,22237,107868,149
6,Hessen,1184930,35457,188.441,-1,-1,-1,-1,770630,53132,456353,2670
13,Mecklenburg-Vorpommern,334328,12704,207.898,-1,-1,-1,-1,239948,20478,102195,1320
3,Niedersachsen,1597573,48444,199.856,-1,-1,-1,-1,1040541,111525,511744,4763
5,Nordrhein-Westfalen,3871093,97059,215.693,-1,-1,-1,-1,2508724,154358,1192234,10183
7,Rheinland-Pfalz,859955,21210,210.057,-1,-1,-1,-1,597622,39622,262029,7158
10,Saarland,228945,6148,231.987,-1,-1,-1,-1,172884,15081,75863,1650
14,Sachsen,832577,21609,204.465,-1,-1,-1,-1,587054,45033,299759,1686
15,Sachsen-Anhalt,473578,16062,215.775,-1,-1,-1,-1,311314,32501,128018,1503
1,Schleswig-Holstein,617770,10568,212.747,-1,-1,-1,-1,432233,38355,180841,6547
16,Thüringen,439856,12260,206.178,-1,-1,-1,-1,328189,25105,176727,2730
0,Gesamt,17288804,477320,207.881,-1,-1,-1,-1,11571347,939534,5646788,57878
