RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,3134717,50025,282.397,-1,-1,-1,-1,2121011,189252,865195,11193,-1
9,Bayern,3830344,44190,291.842,-1,-1,-1,-1,2732570,242337,996723,15213,-1
11,Berlin,964590,12323,262.868,-1,-1,-1,-1,676064,58943,361255,5348,-1
12,Brandenburg,650617,5303,257.988,-1,-1,-1,-1,444320,47633,191696,4355,-1
4,Bremen,202698,2105,297.559,-1,-1,-1,-1,137620,11144,67785,2649,-1
2,Hamburg,535174,7350,289.713,-1,-1,-1,-1,359403,39227,134784,2760,-1
6,Hessen,1736403,31783,276.142,-1,-1,-1,-1,1134343,108254,494944,2698,-1
13,Mecklenburg-Vorpommern,493457,7533,306.850,-1,-1,-1,-1,358198,30973,114606,2408,-1
3,Niedersachsen,2323054,38617,290.614,-1,-1,-1,-1,1505693,167815,576997,8332,-1
5,Nordrhein-Westfalen,5410083,62423,301.444,-1,-1,-1,-1,3777153,248886,1393534,13423,-1
7,Rheinland-Pfalz,1149283,12570,280.730,-1,-1,-1,-1,816466,46630,369104,14531,-1
10,Saarland,315672,5835,319.866,-1,-1,-1,-1,248503,19188,87801,530,-1
14,Sachsen,1062309,14604,260.883,-1,-1,-1,-1,762218,62555,427589,8085,-1
15,Sachsen-Anhalt,631044,8208,287.520,-1,-1,-1,-1,443916,41337,168115,2507,-1
1,Schleswig-Holstein,784896,7377,270.302,-1,-1,-1,-1,574125,45388,265526,7657,-1
16,Thüringen,568526,6030,268.143,-1,-1,-1,-1,422601,34567,252643,4886,-1
0,Gesamt,23852426,317902,286.803,-1,-1,-1,-1,16515448,1435533,6771476,106875,-1
