RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1243458,27716,112.019,565785,504376,106022,102726,793097,56149,532790,10050
9,Bayern,1528049,30511,116.425,723774,621577,150384,139816,1024909,81904,697632,14347
11,Berlin,433456,6350,118.124,294351,138679,9746,49915,278996,42042,202090,5190
12,Brandenburg,319404,12948,126.652,155808,109983,38629,27690,202274,20677,97253,1839
4,Bremen,89398,2512,131.236,41833,40877,2308,9000,57500,5613,35162,693
2,Hamburg,209069,4606,113.178,78243,116565,9792,15867,143524,7879,89410,1419
6,Hessen,703344,11180,111.854,268459,282813,55437,56484,469954,25423,322091,8977
13,Mecklenburg-Vorpommern,165242,4918,102.754,71412,60939,9268,28375,120939,9282,72748,2374
3,Niedersachsen,898368,24516,112.386,439087,371693,75086,108520,573242,42728,399685,9049
5,Nordrhein-Westfalen,1915290,24374,106.718,768992,1016133,73728,202802,1197193,72321,816096,12957
7,Rheinland-Pfalz,485363,13467,118.558,210382,218562,23853,46992,329355,25714,177288,5842
10,Saarland,129114,1823,130.830,66439,44809,9100,15295,83853,7387,45092,1801
14,Sachsen,399646,8632,98.146,138364,147057,40205,33995,292302,22890,242041,7998
15,Sachsen-Anhalt,251815,7782,114.733,114627,96119,21224,36194,161805,17232,95611,2851
1,Schleswig-Holstein,375757,10407,129.403,191089,133164,30698,66218,247862,20466,114607,1474
16,Thüringen,274929,5505,128.870,138827,89314,38885,29589,170347,19994,119873,3209
0,Gesamt,9428662,197247,113.371,4267472,3999620,694365,969478,6147152,478071,4059489,90070
