RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,142511,5818,12.838,72279,44447,4159,27997,141931,580,15549,3719
9,Bayern,238298,5834,18.156,58457,124952,4305,69814,230259,8039,16704,12627
11,Berlin,63677,4110,17.353,42928,20346,108,27854,62578,1099,12494,3122
12,Brandenburg,54450,4598,21.591,19012,34114,645,9440,54450,0,1123,0
4,Bremen,13837,613,20.313,1723,6473,107,5411,12579,1258,1762,524
2,Hamburg,32435,1883,17.559,12026,15427,1827,8599,32225,210,2166,505
6,Hessen,84556,2537,13.447,23878,46419,4449,31235,84556,0,15554,3204
13,Mecklenburg-Vorpommern,47197,2433,29.349,6577,21490,959,18851,46520,677,3572,483
3,Niedersachsen,118133,7584,14.778,50457,21654,24117,63373,116244,1889,3582,732
5,Nordrhein-Westfalen,243878,3834,13.589,0,121339,0,122634,243878,0,21877,2998
7,Rheinland-Pfalz,112411,5946,27.458,41365,46600,54,24392,108801,3610,3228,636
10,Saarland,16773,253,16.996,11756,3518,1,5385,16593,180,2684,591
14,Sachsen,64728,2602,15.896,5995,48854,1,15873,64728,0,3343,792
15,Sachsen-Anhalt,40226,1477,18.328,13089,19508,1806,16519,39926,300,9008,1261
1,Schleswig-Holstein,78356,3088,26.984,21455,24722,5463,18458,78108,248,1327,161
16,Thüringen,34998,2378,16.405,10160,20239,1138,4293,34998,0,1202,173
0,Gesamt,1386464,54988,16.671,391157,620102,49139,470128,1368374,18090,115175,31528
