RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,206594,7321,18.611,118254,68149,6504,40124,202701,3893,49003,5339
9,Bayern,302792,11458,23.070,109803,154791,6266,83801,293223,9569,93015,2660
11,Berlin,86860,2749,23.671,63008,23366,108,32500,84651,2209,27010,2300
12,Brandenburg,70884,3172,28.107,28818,38944,973,14348,70421,463,8362,2836
4,Bremen,18145,542,26.637,7647,7598,137,6379,16888,1257,3840,636
2,Hamburg,42646,1214,23.086,16329,20773,1838,10951,42236,410,8041,1280
6,Hessen,119069,4281,18.936,46771,55360,4811,34999,119069,0,37816,2261
13,Mecklenburg-Vorpommern,54907,1189,34.143,9976,24278,1144,20161,53242,1665,14387,1668
3,Niedersachsen,143471,2343,17.948,27616,78955,22487,62284,141566,1905,32691,8535
5,Nordrhein-Westfalen,327867,6875,18.268,0,174953,0,152846,323002,4865,80651,5368
7,Rheinland-Pfalz,138322,969,33.787,52012,55093,84,31133,134517,3805,10777,4368
10,Saarland,20345,818,20.615,13584,5169,1,5688,19638,707,7057,769
14,Sachsen,82046,2539,20.149,8710,57311,229,22030,81400,646,12054,1536
15,Sachsen-Anhalt,48228,1433,21.974,16198,23870,2075,17645,47653,575,17014,1279
1,Schleswig-Holstein,88467,1116,30.466,26019,26780,6051,22060,88125,342,7536,1926
16,Thüringen,48838,2215,22.892,17507,9098,1905,6380,48838,0,7392,1117
0,Gesamt,1799481,50234,21.637,562252,824488,54613,563329,1767170,32311,416646,43878
