RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8117183,4682,731.252,-1,-1,-1,-1,5827499,631461,7993824,9074,5708400
9,Bayern,9614124,5327,732.519,-1,-1,-1,-1,7019661,756149,9527540,12354,6486525
11,Berlin,2809159,1866,765.545,-1,-1,-1,-1,2005836,326974,2730384,2777,1909197
12,Brandenburg,1736477,1364,688.561,-1,-1,-1,-1,1221507,151565,1694957,2512,1137432
4,Bremen,605397,354,888.719,-1,-1,-1,-1,413355,44893,586593,783,388545
2,Hamburg,1499082,1493,811.520,-1,-1,-1,-1,1071741,126504,1463935,2583,912951
6,Hessen,4762654,2520,757.410,-1,-1,-1,-1,3387784,403082,4541215,3869,3058809
13,Mecklenburg-Vorpommern,1182069,769,735.054,-1,-1,-1,-1,872638,97759,1161602,1440,789837
3,Niedersachsen,6188427,3338,774.172,-1,-1,-1,-1,4113567,511187,6006012,6817,4450967
5,Nordrhein-Westfalen,14241446,7445,793.518,-1,-1,-1,-1,10243142,895334,13734506,13733,9623707
7,Rheinland-Pfalz,3136750,1638,766.200,-1,-1,-1,-1,2288772,239477,2981534,3183,2144543
10,Saarland,803421,399,814.096,-1,-1,-1,-1,605773,65194,785380,1242,585990
14,Sachsen,2617017,1622,642.690,-1,-1,-1,-1,1968557,239430,2531198,2591,1662315
15,Sachsen-Anhalt,1546856,775,704.788,-1,-1,-1,-1,1102702,144350,1537598,1727,987634
1,Schleswig-Holstein,2310248,2478,795.602,-1,-1,-1,-1,1628538,189213,2272629,3693,1696524
16,Thüringen,1467473,992,692.127,-1,-1,-1,-1,1063724,140252,1437045,2304,950913
0,Gesamt,62838918,37096,755.578,-1,-1,-1,-1,44924267,5046089,61179027,70789,42623771
