RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8074092,5797,727.370,-1,-1,-1,-1,5790406,626433,7907856,10894,5365138
9,Bayern,9558029,6300,728.245,-1,-1,-1,-1,6970260,750217,9426467,12632,6045207
11,Berlin,2793198,1847,761.195,-1,-1,-1,-1,1992057,325287,2701757,3691,1765663
12,Brandenburg,1726041,1022,684.423,-1,-1,-1,-1,1212703,150040,1676734,1590,1040722
4,Bremen,601907,334,883.595,-1,-1,-1,-1,410607,44283,580530,677,359583
2,Hamburg,1489423,824,806.291,-1,-1,-1,-1,1062927,125877,1448869,985,828345
6,Hessen,4727794,2504,751.866,-1,-1,-1,-1,3357583,398822,4496691,3808,2783597
13,Mecklenburg-Vorpommern,1175686,817,731.085,-1,-1,-1,-1,867359,96735,1150055,1305,727090
3,Niedersachsen,6148201,2998,769.140,-1,-1,-1,-1,4077536,508138,5942758,4646,4163581
5,Nordrhein-Westfalen,14165843,5238,789.306,-1,-1,-1,-1,10177358,887231,13593086,9495,8969694
7,Rheinland-Pfalz,3118208,1838,761.671,-1,-1,-1,-1,2272489,237338,2955386,3329,2007952
10,Saarland,799169,440,809.788,-1,-1,-1,-1,602272,64642,777270,747,555924
14,Sachsen,2601525,1882,638.886,-1,-1,-1,-1,1955142,237452,2509907,2480,1532842
15,Sachsen-Anhalt,1537531,726,700.539,-1,-1,-1,-1,1095379,142442,1520640,1796,899515
1,Schleswig-Holstein,2295186,1360,790.415,-1,-1,-1,-1,1615055,187695,2249530,2006,1548305
16,Thüringen,1460009,731,688.607,-1,-1,-1,-1,1057111,139575,1423670,1412,886142
0,Gesamt,62472585,34673,751.173,-1,-1,-1,-1,44605353,5005444,60553083,61519,39596674
