RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,171338,6079,15.435,87257,55147,5439,32956,170362,976,26150,3130
9,Bayern,254916,4878,19.423,63298,135224,4812,73565,246384,8532,67418,8102
11,Berlin,74605,3306,20.331,51867,22197,108,31435,73012,1593,18158,953
12,Brandenburg,58422,0,23.166,21558,35392,734,10428,58422,0,1123,0
4,Bremen,15583,486,22.876,2640,7061,122,6093,14692,1258,1864,69
2,Hamburg,36186,674,19.589,13629,17361,1832,9534,35876,310,3746,463
6,Hessen,97061,2903,15.436,32401,49656,4572,32741,97061,0,26445,4119
13,Mecklenburg-Vorpommern,49946,0,31.058,7671,22486,1016,19497,48985,961,3742,0
3,Niedersachsen,130395,598,16.312,25220,71622,20961,56636,128491,1904,5419,400
5,Nordrhein-Westfalen,290708,12865,16.198,0,145200,0,145536,290708,0,47123,7635
7,Rheinland-Pfalz,121505,0,29.680,45138,47992,61,26621,119199,3739,4188,0
10,Saarland,17296,0,17.526,11987,3764,1,5511,17016,280,4043,0
14,Sachsen,71283,1650,17.506,7213,52147,152,18984,71094,189,4599,527
15,Sachsen-Anhalt,42149,71,19.204,13671,20688,1891,16838,41849,300,11482,621
1,Schleswig-Holstein,83881,1258,28.887,24371,25804,5465,18523,83572,309,1531,6
16,Thüringen,39081,255,18.319,12315,21638,1355,4836,39081,0,1732,0
0,Gesamt,1554355,35023,18.690,420236,733379,48521,509734,1535804,20351,228763,26025
