RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8176462,1670,736.592,-1,-1,-1,-1,5879358,636656,8143130,5515,6116311
9,Bayern,9684127,1925,737.853,-1,-1,-1,-1,7083927,760970,9711572,6797,7080815
11,Berlin,2831244,492,771.563,-1,-1,-1,-1,2023016,329425,2791113,1674,2091780
12,Brandenburg,1748594,417,693.366,-1,-1,-1,-1,1232087,152765,1725464,1363,1240500
4,Bremen,610676,105,896.468,-1,-1,-1,-1,418006,45379,598247,475,423606
2,Hamburg,1510986,278,817.964,-1,-1,-1,-1,1082169,127628,1493220,1078,1015629
6,Hessen,4807093,949,764.477,-1,-1,-1,-1,3428763,406252,4632013,3250,3377848
13,Mecklenburg-Vorpommern,1191244,283,740.760,-1,-1,-1,-1,880621,98830,1181557,870,867515
3,Niedersachsen,6245551,1343,781.318,-1,-1,-1,-1,4167041,514350,6128120,4479,4831750
5,Nordrhein-Westfalen,14347645,2159,799.435,-1,-1,-1,-1,10338136,904288,13984099,7007,10479712
7,Rheinland-Pfalz,3160658,538,772.040,-1,-1,-1,-1,2310544,241401,3039224,1830,2309051
10,Saarland,808328,106,819.068,-1,-1,-1,-1,609936,65636,800301,501,623846
14,Sachsen,2638842,526,648.050,-1,-1,-1,-1,1988258,241350,2582038,1510,1844893
15,Sachsen-Anhalt,1561386,251,711.408,-1,-1,-1,-1,1115365,146040,1572734,844,1115851
1,Schleswig-Holstein,2331433,531,802.898,-1,-1,-1,-1,1648131,190673,2316766,1909,1883526
16,Thüringen,1479997,560,698.034,-1,-1,-1,-1,1074966,140976,1468687,933,1043612
0,Gesamt,63335790,12140,761.552,-1,-1,-1,-1,45370162,5085903,62362509,40074,46484531
