RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7360138,6874,663.052,-1,-1,-1,-1,5209509,553043,6718976,12209,216856
9,Bayern,8669190,9302,660.523,-1,-1,-1,-1,6215946,673173,7946741,13670,207315
11,Berlin,2521187,1933,687.067,-1,-1,-1,-1,1771176,294888,2312701,2584,117367
12,Brandenburg,1581638,1282,627.163,-1,-1,-1,-1,1096823,132038,1414216,1821,26487
4,Bremen,548791,440,805.622,-1,-1,-1,-1,372625,35279,483635,705,18607
2,Hamburg,1361073,1028,736.809,-1,-1,-1,-1,963574,118810,1224471,1929,26871
6,Hessen,4330724,2796,688.720,-1,-1,-1,-1,3035297,345519,3875834,4610,108023
13,Mecklenburg-Vorpommern,1075399,1360,668.723,-1,-1,-1,-1,786716,82693,979419,1840,20929
3,Niedersachsen,5731139,4135,716.965,-1,-1,-1,-1,3719466,471122,5037081,6935,97803
5,Nordrhein-Westfalen,13179964,7555,734.374,-1,-1,-1,-1,9344428,793283,11715012,15190,368569
7,Rheinland-Pfalz,2897569,1590,707.777,-1,-1,-1,-1,2088784,214146,2552666,3121,81959
10,Saarland,741936,490,751.794,-1,-1,-1,-1,557506,57372,671692,697,17029
14,Sachsen,2380513,1864,584.610,-1,-1,-1,-1,1766453,210548,2187723,2932,37683
15,Sachsen-Anhalt,1404128,1462,639.757,-1,-1,-1,-1,992471,119334,1265220,2618,37125
1,Schleswig-Holstein,2141489,1912,737.485,-1,-1,-1,-1,1486276,168686,1936054,3407,81683
16,Thüringen,1309740,1863,613.928,-1,-1,-1,-1,938866,126621,1201501,2164,38439
0,Gesamt,57428018,45925,690.517,-1,-1,-1,-1,40428561,4479258,51700095,76513,1503201
