RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7877841,13827,709.690,-1,-1,-1,-1,5625491,602671,7627369,11547,3649539
9,Bayern,9350791,12823,712.455,-1,-1,-1,-1,6788295,728683,9074047,15321,4243670
11,Berlin,2721673,4674,741.703,-1,-1,-1,-1,1931188,317748,2594803,4341,1208488
12,Brandenburg,1692554,2194,671.144,-1,-1,-1,-1,1185423,144771,1614733,2565,694055
4,Bremen,586374,896,860.793,-1,-1,-1,-1,399143,41899,558991,674,222161
2,Hamburg,1455641,1562,788.003,-1,-1,-1,-1,1033767,123471,1412391,1571,503664
6,Hessen,4610546,5188,733.220,-1,-1,-1,-1,3259372,382782,4361462,5070,1822601
13,Mecklenburg-Vorpommern,1154039,1446,717.624,-1,-1,-1,-1,849921,92890,1107143,2002,477329
3,Niedersachsen,6027407,6216,754.028,-1,-1,-1,-1,3970849,495871,5768932,7277,2766521
5,Nordrhein-Westfalen,13856624,13188,772.076,-1,-1,-1,-1,9906359,857319,13186455,12097,6390024
7,Rheinland-Pfalz,3050411,3102,745.111,-1,-1,-1,-1,2214424,229214,2857413,4402,1377389
10,Saarland,783226,907,793.633,-1,-1,-1,-1,589389,62117,753929,852,376626
14,Sachsen,2538886,3793,623.503,-1,-1,-1,-1,1903458,227278,2420729,4405,1045997
15,Sachsen-Anhalt,1508478,1681,687.302,-1,-1,-1,-1,1073966,135317,1460798,2895,620985
1,Schleswig-Holstein,2252205,2159,775.613,-1,-1,-1,-1,1577124,182828,2181555,2245,1029128
16,Thüringen,1426450,2180,672.779,-1,-1,-1,-1,1027570,136780,1369623,1698,603200
0,Gesamt,61091561,75855,734.567,-1,-1,-1,-1,43422889,4844721,58539367,78986,27112902
