RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8187901,320,737.623,-1,-1,-1,-1,5889340,637750,8184224,1168,6199014
9,Bayern,9697662,245,738.884,-1,-1,-1,-1,7096639,761650,9760956,839,7191136
11,Berlin,2834980,72,772.581,-1,-1,-1,-1,2026415,329684,2804002,313,2124609
12,Brandenburg,1751891,4,694.673,-1,-1,-1,-1,1234962,153106,1735165,19,1268823
4,Bremen,611695,5,897.964,-1,-1,-1,-1,418937,45433,601685,46,428878
2,Hamburg,1528195,40,827.280,-1,-1,-1,-1,1096968,129340,1518324,307,1063781
6,Hessen,4810063,91,764.949,-1,-1,-1,-1,3432778,406001,4653656,415,3433894
13,Mecklenburg-Vorpommern,1193179,5,741.963,-1,-1,-1,-1,882378,98983,1188746,36,885161
3,Niedersachsen,6256077,58,782.635,-1,-1,-1,-1,4176948,514877,6164251,272,4918754
5,Nordrhein-Westfalen,14368875,137,800.618,-1,-1,-1,-1,10357528,905513,14046705,445,10660548
7,Rheinland-Pfalz,3165459,11,773.213,-1,-1,-1,-1,2314614,241703,3054108,89,2343589
10,Saarland,809191,2,819.943,-1,-1,-1,-1,610724,65679,803935,4,631806
14,Sachsen,2642368,11,648.916,-1,-1,-1,-1,1991499,241603,2594166,40,1875429
15,Sachsen-Anhalt,1564093,3,712.642,-1,-1,-1,-1,1117730,146280,1581311,12,1138311
1,Schleswig-Holstein,2335394,0,804.262,-1,-1,-1,-1,1651845,190899,2332303,9,1943100
16,Thüringen,1482398,24,699.166,-1,-1,-1,-1,1077245,141039,1476775,36,1061939
0,Gesamt,63441127,1028,762.819,-1,-1,-1,-1,45466536,5092858,62694875,4050,47308586
