RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7182712,10576,647.068,-1,-1,-1,-1,5057503,550731,6482173,10886,80122
9,Bayern,8422696,12518,641.742,-1,-1,-1,-1,6008286,666875,7620379,13772,53688
11,Berlin,2451201,2853,667.995,-1,-1,-1,-1,1720082,283976,2215653,4897,31604
12,Brandenburg,1538393,2275,610.015,-1,-1,-1,-1,1060044,131880,1355210,2904,6880
4,Bremen,531462,843,780.183,-1,-1,-1,-1,359567,34654,463360,986,7063
2,Hamburg,1311799,1647,710.135,-1,-1,-1,-1,925178,118307,1163551,3103,4535
6,Hessen,4222886,5696,671.570,-1,-1,-1,-1,2944128,342724,3723649,7846,38690
13,Mecklenburg-Vorpommern,1048411,1294,651.941,-1,-1,-1,-1,764580,82312,939691,2330,5204
3,Niedersachsen,5606518,7488,701.375,-1,-1,-1,-1,3612817,470576,4849045,13188,14300
5,Nordrhein-Westfalen,12890817,15639,718.263,-1,-1,-1,-1,9093888,790654,11196926,29354,115266
7,Rheinland-Pfalz,2825826,4055,690.252,-1,-1,-1,-1,2027846,213804,2457098,5074,14868
10,Saarland,724029,1100,733.649,-1,-1,-1,-1,542599,57309,648296,1363,4321
14,Sachsen,2320138,3643,569.783,-1,-1,-1,-1,1713132,207924,2099748,4021,8040
15,Sachsen-Anhalt,1368770,2413,623.647,-1,-1,-1,-1,962654,118721,1216886,2727,12659
1,Schleswig-Holstein,2099002,2149,722.853,-1,-1,-1,-1,1448556,168218,1857636,3746,28056
16,Thüringen,1272914,1280,600.364,-1,-1,-1,-1,909816,126229,1159691,1767,10689
0,Gesamt,56009980,75475,673.466,-1,-1,-1,-1,39232448,4447481,49624737,107991,436065
