RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6515255,17085,586.939,-1,-1,-1,-1,4538132,528458,5337519,82053
9,Bayern,7646134,21526,582.574,-1,-1,-1,-1,5388789,630923,5983347,80414
11,Berlin,2182701,7745,594.824,-1,-1,-1,-1,1510883,249135,1737808,20655
12,Brandenburg,1387594,2645,550.219,-1,-1,-1,-1,945183,121978,1133307,21369
4,Bremen,472211,1207,693.203,-1,-1,-1,-1,321491,27209,372156,7637
2,Hamburg,1140424,3396,617.362,-1,-1,-1,-1,786444,113558,838336,7735
6,Hessen,3767708,16018,599.183,-1,-1,-1,-1,2579539,313110,2979096,44531
13,Mecklenburg-Vorpommern,945895,2366,588.193,-1,-1,-1,-1,686009,75801,781482,7887
3,Niedersachsen,5059154,23920,632.900,-1,-1,-1,-1,3194602,447705,3763406,73113
5,Nordrhein-Westfalen,11440376,30648,637.446,-1,-1,-1,-1,7869523,741403,9051220,107247
7,Rheinland-Pfalz,2524530,10275,616.656,-1,-1,-1,-1,1787368,190933,1975274,29764
10,Saarland,650645,2132,659.290,-1,-1,-1,-1,487609,52971,512070,7205
14,Sachsen,2086962,5958,512.519,-1,-1,-1,-1,1521176,188942,1803490,22305
15,Sachsen-Anhalt,1234503,4099,562.472,-1,-1,-1,-1,865640,110063,1021056,15242
1,Schleswig-Holstein,1860368,9004,640.673,-1,-1,-1,-1,1261463,151846,1458508,21500
16,Thüringen,1166106,3678,546.601,-1,-1,-1,-1,830757,123473,997646,12234
0,Gesamt,50262310,161910,604.356,-1,-1,-1,-1,34651909,4148619,39896523,562986
