RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5687578,53642,512.376,-1,-1,-1,-1,3847712,486206,3509382,77824
9,Bayern,6386490,64893,486.599,-1,-1,-1,-1,4397097,481449,4203943,115441
11,Berlin,1916452,17874,522.266,-1,-1,-1,-1,1287064,210495,1134332,33248
12,Brandenburg,1269083,9091,503.226,-1,-1,-1,-1,852170,112774,755571,21485
4,Bremen,398350,3844,584.775,-1,-1,-1,-1,262386,23070,222401,4768
2,Hamburg,903787,6976,489.260,-1,-1,-1,-1,600964,82212,576957,15327
6,Hessen,3208350,24270,510.227,-1,-1,-1,-1,2157257,241044,1919924,51671
13,Mecklenburg-Vorpommern,848084,5810,527.370,-1,-1,-1,-1,603734,70088,556610,12578
3,Niedersachsen,4200967,35918,525.541,-1,-1,-1,-1,2596290,289031,2551471,70029
5,Nordrhein-Westfalen,9662576,66760,538.388,-1,-1,-1,-1,6344029,663640,6210989,153397
7,Rheinland-Pfalz,2125571,20807,519.204,-1,-1,-1,-1,1446793,180084,1264907,28384
10,Saarland,542004,4620,549.206,-1,-1,-1,-1,403959,36768,384393,10084
14,Sachsen,1863955,12980,457.753,-1,-1,-1,-1,1299170,166269,1304678,25312
15,Sachsen-Anhalt,1084284,9829,494.028,-1,-1,-1,-1,743585,99298,695371,18640
1,Schleswig-Holstein,1608774,14438,554.029,-1,-1,-1,-1,1082805,120245,959874,22305
16,Thüringen,1060337,7794,497.023,-1,-1,-1,-1,743008,121126,647116,12820
0,Gesamt,42922868,360879,516.106,-1,-1,-1,-1,28725538,3460320,26976919,675395
