RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6883761,10164,620.137,-1,-1,-1,-1,4816692,544609,6532564,15483
9,Bayern,8080736,14688,615.687,-1,-1,-1,-1,5735709,653184,7591102,25276
11,Berlin,2354228,5105,641.568,-1,-1,-1,-1,1644421,271849,2161548,9169
12,Brandenburg,1475036,3717,584.892,-1,-1,-1,-1,1010383,130027,1369587,4551
4,Bremen,504290,1448,740.294,-1,-1,-1,-1,339889,32679,473483,1369
2,Hamburg,1246300,3386,674.677,-1,-1,-1,-1,873312,117528,1130687,9174
6,Hessen,4027290,8758,640.464,-1,-1,-1,-1,2782570,335885,3638167,16082
13,Mecklenburg-Vorpommern,1006569,2401,625.922,-1,-1,-1,-1,731762,80712,943039,2844
3,Niedersachsen,5351806,9177,669.511,-1,-1,-1,-1,3414446,465540,4847016,26326
5,Nordrhein-Westfalen,12268152,32974,683.568,-1,-1,-1,-1,8560108,779751,11163882,41390
7,Rheinland-Pfalz,2688435,6215,656.692,-1,-1,-1,-1,1912802,209177,2432300,11268
10,Saarland,696575,1333,705.831,-1,-1,-1,-1,520711,56716,637484,3406
14,Sachsen,2210625,3942,542.888,-1,-1,-1,-1,1620363,198857,2071924,5226
15,Sachsen-Anhalt,1310129,2443,596.929,-1,-1,-1,-1,917519,116595,1235128,4140
1,Schleswig-Holstein,2012354,2993,693.014,-1,-1,-1,-1,1377217,165893,1837809,4690
16,Thüringen,1227665,1895,575.456,-1,-1,-1,-1,877553,124017,1166736,3192
0,Gesamt,53530526,110658,643.653,-1,-1,-1,-1,37215398,4364941,49408003,183678
