RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8043263,5508,724.593,-1,-1,-1,-1,5763542,623151,7856249,13331,5151351
9,Bayern,9528865,8472,726.023,-1,-1,-1,-1,6944353,747490,9375019,21147,5831781
11,Berlin,2785101,2176,758.988,-1,-1,-1,-1,1984712,324663,2688309,5497,1693995
12,Brandenburg,1722401,1864,682.979,-1,-1,-1,-1,1209650,149525,1669566,3767,1004796
4,Bremen,600144,424,881.007,-1,-1,-1,-1,409220,43999,577195,1182,342222
2,Hamburg,1485553,1349,804.196,-1,-1,-1,-1,1059568,125571,1443938,2041,780392
6,Hessen,4711113,3822,749.213,-1,-1,-1,-1,3343301,396996,4476773,7131,2657439
13,Mecklenburg-Vorpommern,1173139,1705,729.501,-1,-1,-1,-1,865335,96229,1145759,2902,699900
3,Niedersachsen,6129586,4748,766.811,-1,-1,-1,-1,4060297,506928,5920320,9303,4032752
5,Nordrhein-Westfalen,14127840,8636,787.188,-1,-1,-1,-1,10143667,883865,13537461,18749,8688033
7,Rheinland-Pfalz,3108995,2656,759.421,-1,-1,-1,-1,2264180,236483,2942051,5744,1944380
10,Saarland,797172,751,807.764,-1,-1,-1,-1,600654,64327,774356,1319,539130
14,Sachsen,2594631,3021,637.193,-1,-1,-1,-1,1949320,236436,2501264,5065,1479687
15,Sachsen-Anhalt,1534053,1629,698.955,-1,-1,-1,-1,1092745,141647,1512362,3836,863983
1,Schleswig-Holstein,2289039,2236,788.298,-1,-1,-1,-1,1609525,187093,2240676,5877,1475165
16,Thüringen,1456978,1524,687.177,-1,-1,-1,-1,1054468,139354,1419503,3286,857296
0,Gesamt,62288513,50604,748.960,-1,-1,-1,-1,44443545,4986993,60272356,110514,38156620
