RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6472208,8552,583.061,-1,-1,-1,-1,4503041,527197,5143531,35193
9,Bayern,7586134,7699,578.003,-1,-1,-1,-1,5339564,627482,5793901,11425
11,Berlin,2161008,2918,588.912,-1,-1,-1,-1,1494153,245489,1681691,8995
12,Brandenburg,1379807,2,547.131,-1,-1,-1,-1,939099,121110,1080922,116
4,Bremen,468902,550,688.345,-1,-1,-1,-1,319283,27203,352701,3779
2,Hamburg,1123122,5752,607.996,-1,-1,-1,-1,772868,111442,818420,867
6,Hessen,3720633,7497,591.696,-1,-1,-1,-1,2546069,303502,2874316,13128
13,Mecklenburg-Vorpommern,939638,221,584.302,-1,-1,-1,-1,681207,75362,761508,668
3,Niedersachsen,4995725,10937,624.965,-1,-1,-1,-1,3147015,439435,3595985,23793
5,Nordrhein-Westfalen,11342562,15039,631.995,-1,-1,-1,-1,7788815,736372,8798074,11468
7,Rheinland-Pfalz,2496003,1136,609.688,-1,-1,-1,-1,1764268,187119,1901143,4186
10,Saarland,643623,169,652.175,-1,-1,-1,-1,481816,52160,496399,221
14,Sachsen,2070522,2547,508.482,-1,-1,-1,-1,1508280,187132,1748202,7543
15,Sachsen-Anhalt,1222648,33,557.070,-1,-1,-1,-1,856637,109643,979463,77
1,Schleswig-Holstein,1844376,4009,635.165,-1,-1,-1,-1,1250031,150566,1413546,7569
16,Thüringen,1158125,59,542.860,-1,-1,-1,-1,823645,123262,964632,5952
0,Gesamt,49806108,67120,598.871,-1,-1,-1,-1,34292452,4105554,38547915,134980
