RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7059693,12951,635.986,-1,-1,-1,-1,4957525,548708,6739559,12400,32000
9,Bayern,8292364,14284,631.812,-1,-1,-1,-1,5902557,662405,7870565,15987,20123
11,Berlin,2419596,4360,659.382,-1,-1,-1,-1,1696523,278795,2267651,6402,5933
12,Brandenburg,1517114,3040,601.577,-1,-1,-1,-1,1043644,131751,1420107,3779,2671
4,Bremen,521240,966,765.177,-1,-1,-1,-1,352297,33932,489326,827,2218
2,Hamburg,1292368,2348,699.616,-1,-1,-1,-1,909569,118131,1211666,3161,1797
6,Hessen,4157518,8054,661.174,-1,-1,-1,-1,2890490,341942,3842491,10426,12826
13,Mecklenburg-Vorpommern,1033393,2242,642.602,-1,-1,-1,-1,752814,81940,974751,2661,1203
3,Niedersachsen,5532114,8273,692.067,-1,-1,-1,-1,3559764,470003,5106306,12089,4274
5,Nordrhein-Westfalen,12689855,22186,707.065,-1,-1,-1,-1,8923616,788083,11589423,27137,50038
7,Rheinland-Pfalz,2770736,5216,676.796,-1,-1,-1,-1,1982464,211625,2538608,5800,4826
10,Saarland,714270,1236,723.761,-1,-1,-1,-1,534739,57274,674346,1985,1410
14,Sachsen,2279709,4796,559.854,-1,-1,-1,-1,1680902,202656,2146590,5276,2513
15,Sachsen-Anhalt,1348122,2505,614.240,-1,-1,-1,-1,946237,118370,1286465,2957,5273
1,Schleswig-Holstein,2072538,2927,713.740,-1,-1,-1,-1,1427840,167838,1922642,5217,11119
16,Thüringen,1255747,2437,592.267,-1,-1,-1,-1,897589,125047,1207149,2654,4210
0,Gesamt,55144235,97944,663.057,-1,-1,-1,-1,38539475,4420627,51465242,118952,162467
