RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3905381,41498,351.824,-1,-1,-1,-1,2685769,274204,1151943,25442
9,Bayern,4808145,52678,366.342,-1,-1,-1,-1,3422181,308093,1305557,19895
11,Berlin,1202006,11610,327.568,-1,-1,-1,-1,840190,79661,442381,6091
12,Brandenburg,793152,6676,314.507,-1,-1,-1,-1,540268,60276,287470,305
4,Bremen,251505,2718,369.208,-1,-1,-1,-1,167289,13267,93185,1776
2,Hamburg,649674,5744,351.697,-1,-1,-1,-1,446708,54412,178380,3540
6,Hessen,2254357,23995,358.513,-1,-1,-1,-1,1496405,169738,601321,11762
13,Mecklenburg-Vorpommern,614887,3704,382.360,-1,-1,-1,-1,448335,42767,163076,2445
3,Niedersachsen,2960248,19703,370.327,-1,-1,-1,-1,1923320,196094,736914,15335
5,Nordrhein-Westfalen,6800267,48620,378.904,-1,-1,-1,-1,4734905,385862,1733940,32785
7,Rheinland-Pfalz,1409704,9113,344.342,-1,-1,-1,-1,994775,74815,506794,7341
10,Saarland,398362,3550,403.655,-1,-1,-1,-1,309158,28730,108111,2525
14,Sachsen,1265287,11794,310.731,-1,-1,-1,-1,906994,80690,585706,7754
15,Sachsen-Anhalt,758213,2705,345.462,-1,-1,-1,-1,539775,51884,225863,1983
1,Schleswig-Holstein,976447,9152,336.268,-1,-1,-1,-1,707476,56006,370478,6680
16,Thüringen,699934,7202,328.087,-1,-1,-1,-1,512666,47031,317457,2139
0,Gesamt,29823801,260462,358.603,-1,-1,-1,-1,20677716,1980398,8822370,147798
