RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8208219,992,739.453,-1,-1,-1,-1,5901607,640184,8223152,1551,6300607
9,Bayern,9721110,751,740.671,-1,-1,-1,-1,7112937,763213,9810877,1565,7331731
11,Berlin,2844082,444,775.062,-1,-1,-1,-1,2032577,330049,2818901,726,2169758
12,Brandenburg,1756065,157,696.328,-1,-1,-1,-1,1237761,153335,1744506,305,1301097
4,Bremen,613871,92,901.159,-1,-1,-1,-1,420299,45713,605460,206,436921
2,Hamburg,1538757,412,832.997,-1,-1,-1,-1,1105551,129828,1535580,619,1101804
6,Hessen,4827665,410,767.749,-1,-1,-1,-1,3444942,407261,4686989,1023,3529228
13,Mecklenburg-Vorpommern,1196849,86,744.245,-1,-1,-1,-1,884305,99280,1196292,266,907775
3,Niedersachsen,6276431,447,785.181,-1,-1,-1,-1,4189933,516309,6204199,1037,5039555
5,Nordrhein-Westfalen,14410318,1802,802.928,-1,-1,-1,-1,10387206,908757,14127783,2697,10929079
7,Rheinland-Pfalz,3177668,170,776.195,-1,-1,-1,-1,2320929,242295,3074846,461,2397706
10,Saarland,811105,48,821.882,-1,-1,-1,-1,611807,65783,808451,128,645533
14,Sachsen,2650889,247,651.009,-1,-1,-1,-1,1997091,241924,2612918,557,1931832
15,Sachsen-Anhalt,1568374,140,714.592,-1,-1,-1,-1,1120672,146597,1593234,418,1173300
1,Schleswig-Holstein,2341291,124,806.293,-1,-1,-1,-1,1655672,191258,2346381,389,2079874
16,Thüringen,1487775,150,701.702,-1,-1,-1,-1,1080249,141207,1487114,514,1088620
0,Gesamt,63632448,6473,765.119,-1,-1,-1,-1,45593756,5106323,63071594,12465,48506186
