RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7417597,5417,668.228,-1,-1,-1,-1,5259721,553920,6800351,6465,311200
9,Bayern,8754110,9308,666.993,-1,-1,-1,-1,6291036,674996,8069209,11061,360103
11,Berlin,2550331,2195,695.009,-1,-1,-1,-1,1793030,297953,2352881,3130,189105
12,Brandenburg,1596852,1770,633.196,-1,-1,-1,-1,1110619,132101,1437082,2433,52478
4,Bremen,552854,262,811.586,-1,-1,-1,-1,375870,35382,490393,568,31223
2,Hamburg,1378573,1069,746.283,-1,-1,-1,-1,978121,118961,1249084,1593,55517
6,Hessen,4366568,3443,694.420,-1,-1,-1,-1,3067913,346186,3932242,5020,184250
13,Mecklenburg-Vorpommern,1085398,1311,674.941,-1,-1,-1,-1,795623,82791,991670,1229,39758
3,Niedersachsen,5765498,4471,721.264,-1,-1,-1,-1,3750955,471276,5098934,8678,218328
5,Nordrhein-Westfalen,13266944,7965,739.220,-1,-1,-1,-1,9423508,793835,11869898,15927,598855
7,Rheinland-Pfalz,2916062,2168,712.294,-1,-1,-1,-1,2105366,214272,2586604,3889,128621
10,Saarland,746449,471,756.367,-1,-1,-1,-1,561455,57414,678849,1029,29070
14,Sachsen,2400468,2892,589.510,-1,-1,-1,-1,1784917,211323,2217278,4082,75886
15,Sachsen-Anhalt,1415060,1457,644.738,-1,-1,-1,-1,1002300,119603,1280830,2442,55452
1,Schleswig-Holstein,2158025,1610,743.180,-1,-1,-1,-1,1500458,168918,1958026,2059,130225
16,Thüringen,1321729,1306,623.387,-1,-1,-1,-1,949279,126709,1215147,1656,70598
0,Gesamt,57886200,47128,696.026,-1,-1,-1,-1,40833056,4488385,52406100,71294,2531507
