RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5306330,37883,478.031,-1,-1,-1,-1,3553805,459431,2922750,56235
9,Bayern,6119140,30821,466.230,-1,-1,-1,-1,4231668,423941,3507414,60699
11,Berlin,1794371,12701,488.997,-1,-1,-1,-1,1202299,191301,933754,18429
12,Brandenburg,1190383,9347,472.020,-1,-1,-1,-1,797153,103086,635842,11264
4,Bremen,368018,3478,540.248,-1,-1,-1,-1,235395,22179,195956,2970
2,Hamburg,842534,5632,456.101,-1,-1,-1,-1,553496,81074,477032,8813
6,Hessen,3034905,16354,482.644,-1,-1,-1,-1,2028118,233839,1537730,35508
13,Mecklenburg-Vorpommern,802472,6013,499.007,-1,-1,-1,-1,569071,66309,460513,9442
3,Niedersachsen,3951747,22063,494.363,-1,-1,-1,-1,2448922,247962,2068215,45135
5,Nordrhein-Westfalen,9163373,43890,510.573,-1,-1,-1,-1,6002575,653686,5048970,87472
7,Rheinland-Pfalz,1972410,17054,481.792,-1,-1,-1,-1,1323735,177745,1073286,17931
10,Saarland,514349,2972,521.183,-1,-1,-1,-1,383873,36238,314408,7821
14,Sachsen,1772111,8411,435.197,-1,-1,-1,-1,1223126,162949,1121006,17830
15,Sachsen-Anhalt,1013686,7954,461.862,-1,-1,-1,-1,692954,91386,577372,10829
1,Schleswig-Holstein,1492832,4713,514.101,-1,-1,-1,-1,1010659,107126,799372,7477
16,Thüringen,996109,5606,466.916,-1,-1,-1,-1,690003,116055,562440,8390
0,Gesamt,40475199,237067,486.675,-1,-1,-1,-1,26990845,3248626,22302188,407728
