RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1952793,76356,175.921,-1,-1,-1,-1,1289387,93845,703758,9486
9,Bayern,2465258,105724,187.833,-1,-1,-1,-1,1730860,124436,877079,4068
11,Berlin,671360,21138,182.957,-1,-1,-1,-1,430458,50861,281419,3247
12,Brandenburg,466840,18970,185.115,-1,-1,-1,-1,309142,42723,154445,4829
4,Bremen,147477,5207,216.495,-1,-1,-1,-1,102033,8278,45720,1070
2,Hamburg,339381,14412,183.722,-1,-1,-1,-1,236833,14981,106975,102
6,Hessen,1052548,35565,167.388,-1,-1,-1,-1,701641,47568,435545,6298
13,Mecklenburg-Vorpommern,288892,16947,179.644,-1,-1,-1,-1,210443,18055,98685,1781
3,Niedersachsen,1422878,57230,178.002,-1,-1,-1,-1,945169,93863,495192,6718
5,Nordrhein-Westfalen,3431211,121563,191.183,-1,-1,-1,-1,2186928,138274,1110852,9570
7,Rheinland-Pfalz,767866,25737,187.563,-1,-1,-1,-1,536218,38123,234413,6543
10,Saarland,206447,7053,209.190,-1,-1,-1,-1,151726,15025,67821,2035
14,Sachsen,739824,32068,181.687,-1,-1,-1,-1,507792,41641,291122,2720
15,Sachsen-Anhalt,428346,18134,195.166,-1,-1,-1,-1,279543,30659,123176,2422
1,Schleswig-Holstein,575417,17170,198.162,-1,-1,-1,-1,401299,35021,158165,3543
16,Thüringen,405753,15755,190.193,-1,-1,-1,-1,299490,21498,165824,2843
0,Gesamt,15393858,590743,185.096,-1,-1,-1,-1,10319684,831098,5350247,67276
