RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,901203,15611,81.187,416296,393173,51230,91710,604349,38588,400727,8329
9,Bayern,1165547,18432,88.805,525061,510085,81377,132130,827278,51451,527756,11551
11,Berlin,309722,6085,84.405,212215,103196,150,45284,230016,19937,145401,1568
12,Brandenburg,194383,4764,77.078,82081,94598,16468,25741,120264,10250,82072,1125
4,Bremen,62780,1177,92.161,25472,32037,1417,8655,39731,3086,26798,683
2,Hamburg,158446,3060,85.774,65318,83487,4497,15989,104420,6985,72962,1189
6,Hessen,521814,7554,82.985,225995,214108,37818,52930,382579,18360,220090,5974
13,Mecklenburg-Vorpommern,122095,2169,75.923,44154,51104,3770,27337,94680,6333,59349,1056
3,Niedersachsen,617005,8638,77.187,282156,265090,55542,100281,435675,23057,273406,10845
5,Nordrhein-Westfalen,1405958,13843,78.338,512432,752872,27351,194173,1000806,30051,614718,9018
7,Rheinland-Pfalz,357518,7382,87.329,123721,187242,9743,36812,228280,5918,144738,129
10,Saarland,93122,3065,94.359,49702,33978,3848,12049,62885,3947,34130,653
14,Sachsen,319475,1695,78.457,125993,122997,21188,33995,264668,14449,153617,7868
15,Sachsen-Anhalt,166659,5222,75.934,67879,76691,9300,33264,112287,8874,72122,1956
1,Schleswig-Holstein,253027,6188,87.137,116092,103826,13029,57242,177448,10090,99570,127
16,Thüringen,186462,2593,87.402,89954,74578,17025,26380,127459,8314,91294,3350
0,Gesamt,6835216,107478,82.187,2964521,3099062,353753,893972,4812825,259690,3018750,65421
