RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,7046661,11218,634.812,-1,-1,-1,-1,4946422,548571,6348019,27326
9,Bayern,8277269,13925,630.662,-1,-1,-1,-1,5889869,661962,7457970,16141
11,Berlin,2415215,4057,658.188,-1,-1,-1,-1,1692955,278422,2159707,4646
12,Brandenburg,1513810,3125,600.267,-1,-1,-1,-1,1040989,131740,1324329,2087
4,Bremen,520265,1074,763.746,-1,-1,-1,-1,351639,33872,450997,1661
2,Hamburg,1289954,2529,698.309,-1,-1,-1,-1,907482,118124,1132585,1424
6,Hessen,4148835,8104,659.794,-1,-1,-1,-1,2882978,341817,3624809,10532
13,Mecklenburg-Vorpommern,1031017,1457,641.125,-1,-1,-1,-1,750809,81930,918990,941
3,Niedersachsen,5522536,9539,690.869,-1,-1,-1,-1,3551984,469935,4720926,3367
5,Nordrhein-Westfalen,12665706,22904,705.720,-1,-1,-1,-1,8901627,787908,10862322,42776
7,Rheinland-Pfalz,2764996,5341,675.394,-1,-1,-1,-1,1977417,211554,2396021,3694
10,Saarland,713001,1078,722.475,-1,-1,-1,-1,533667,57267,633157,1068
14,Sachsen,2274910,4884,558.675,-1,-1,-1,-1,1676570,202624,2052773,2032
15,Sachsen-Anhalt,1345321,3052,612.963,-1,-1,-1,-1,943875,118347,1191490,4508
1,Schleswig-Holstein,2069396,4430,712.658,-1,-1,-1,-1,1425332,167750,1797771,9272
16,Thüringen,1253261,2410,587.454,-1,-1,-1,-1,895530,124993,1140195,3657
0,Gesamt,55039872,99182,661.802,-1,-1,-1,-1,38449918,4418936,48384203,135147
