RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6737722,10606,606.980,-1,-1,-1,-1,4708122,537551,6265293,34618
9,Bayern,7929102,13894,604.134,-1,-1,-1,-1,5619055,644367,7157128,74010
11,Berlin,2291334,6412,624.428,-1,-1,-1,-1,1595282,264393,2023605,17733
12,Brandenburg,1437355,4717,569.951,-1,-1,-1,-1,982255,126730,1309854,10964
4,Bremen,489310,703,718.304,-1,-1,-1,-1,330230,30521,446524,2586
2,Hamburg,1211951,2699,656.083,-1,-1,-1,-1,847806,116620,1009822,11237
6,Hessen,3932095,7754,625.325,-1,-1,-1,-1,2704581,332022,3437635,28606
13,Mecklenburg-Vorpommern,981484,3045,610.323,-1,-1,-1,-1,712797,78849,897445,7493
3,Niedersachsen,5242912,7851,655.888,-1,-1,-1,-1,3333151,459776,4509222,47904
5,Nordrhein-Westfalen,11889628,27805,662.477,-1,-1,-1,-1,8237540,768267,10455079,111527
7,Rheinland-Pfalz,2630237,5533,642.477,-1,-1,-1,-1,1866994,205057,2322790,19323
10,Saarland,681297,1471,690.350,-1,-1,-1,-1,509855,55816,597912,5594
14,Sachsen,2163942,5270,531.424,-1,-1,-1,-1,1582009,195783,2007133,8369
15,Sachsen-Anhalt,1279422,2888,582.938,-1,-1,-1,-1,896626,113863,1178057,8218
1,Schleswig-Holstein,1954770,7484,673.183,-1,-1,-1,-1,1333307,160827,1732692,20695
16,Thüringen,1202654,1988,563.732,-1,-1,-1,-1,858914,124000,1130910,5002
0,Gesamt,52240943,110167,628.147,-1,-1,-1,-1,36197715,4296267,46653588,414379
