RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8166575,2064,735.701,-1,-1,-1,-1,5870673,635841,8112644,6647,6056501
9,Bayern,9672980,2613,737.004,-1,-1,-1,-1,7073498,760379,9674748,8696,6994812
11,Berlin,2828033,745,770.688,-1,-1,-1,-1,2020140,329143,2780987,2536,2064425
12,Brandenburg,1746467,690,692.522,-1,-1,-1,-1,1230166,152619,1718497,1962,1222442
4,Bremen,609741,158,895.096,-1,-1,-1,-1,417141,45337,595830,547,418635
2,Hamburg,1509206,328,817.000,-1,-1,-1,-1,1080596,127476,1487548,1098,998081
6,Hessen,4800311,1369,763.399,-1,-1,-1,-1,3422388,405861,4612313,3888,3331270
13,Mecklenburg-Vorpommern,1190090,297,740.042,-1,-1,-1,-1,879589,98712,1178258,813,858408
3,Niedersachsen,6236240,1825,780.153,-1,-1,-1,-1,4158252,513940,6100686,4882,4768410
5,Nordrhein-Westfalen,14329977,3213,798.451,-1,-1,-1,-1,10322262,903082,13934736,9127,10342518
7,Rheinland-Pfalz,3156783,686,771.094,-1,-1,-1,-1,2306977,241130,3026703,2053,2273141
10,Saarland,807544,165,818.274,-1,-1,-1,-1,609227,65576,797498,786,617544
14,Sachsen,2635613,1034,647.257,-1,-1,-1,-1,1985321,241078,2573035,3257,1819886
15,Sachsen-Anhalt,1559739,658,710.658,-1,-1,-1,-1,1113852,145913,1567762,2046,1101085
1,Schleswig-Holstein,2328973,940,802.051,-1,-1,-1,-1,1645839,190529,2307388,2715,1851308
16,Thüringen,1478132,603,697.154,-1,-1,-1,-1,1073234,140882,1464093,2043,1032470
0,Gesamt,63257882,17401,760.615,-1,-1,-1,-1,45298954,5080777,62126805,53187,45888382
