RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6530923,14717,588.351,-1,-1,-1,-1,4550827,528884,5412218,72978
9,Bayern,7667534,17733,584.205,-1,-1,-1,-1,5406989,631629,6056059,68303
11,Berlin,2189778,6811,596.753,-1,-1,-1,-1,1516616,250049,1755440,17568
12,Brandenburg,1390150,2401,551.233,-1,-1,-1,-1,947400,121978,1143631,10098
4,Bremen,473639,1192,695.299,-1,-1,-1,-1,322431,27210,378116,5913
2,Hamburg,1144004,3174,619.300,-1,-1,-1,-1,789167,113920,847216,8114
6,Hessen,3780788,12875,601.263,-1,-1,-1,-1,2589716,315066,3014528,34272
13,Mecklenburg-Vorpommern,948589,2650,589.868,-1,-1,-1,-1,688142,75994,788669,7027
3,Niedersachsen,5077979,16803,635.255,-1,-1,-1,-1,3209070,449963,3820784,54014
5,Nordrhein-Westfalen,11470681,24128,639.134,-1,-1,-1,-1,7895613,742709,9138516,80690
7,Rheinland-Pfalz,2533137,7784,618.758,-1,-1,-1,-1,1794527,191754,2000458,24445
10,Saarland,652893,2227,661.568,-1,-1,-1,-1,489491,53158,518323,6050
14,Sachsen,2092369,5352,513.847,-1,-1,-1,-1,1525580,189364,1827231,23480
15,Sachsen-Anhalt,1238348,3813,564.224,-1,-1,-1,-1,868848,110194,1036098,14864
1,Schleswig-Holstein,1864076,3352,641.950,-1,-1,-1,-1,1264397,152339,1464075,5411
16,Thüringen,1169862,3698,548.361,-1,-1,-1,-1,834139,123491,1010684,12180
0,Gesamt,50406782,128953,606.093,-1,-1,-1,-1,34770522,4158835,40367107,448326
