RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8164341,1864,735.500,-1,-1,-1,-1,5868726,635680,8105660,6379,6040085
9,Bayern,9670060,2616,736.781,-1,-1,-1,-1,7070753,760220,9665988,9049,6968839
11,Berlin,2827190,1204,770.458,-1,-1,-1,-1,2019391,329081,2778389,3197,2056978
12,Brandenburg,1745669,515,692.206,-1,-1,-1,-1,1229483,152566,1716346,1677,1216154
4,Bremen,609554,258,894.821,-1,-1,-1,-1,416990,45310,595269,638,417280
2,Hamburg,1508812,404,816.787,-1,-1,-1,-1,1080230,127455,1486353,1528,993410
6,Hessen,4798681,1417,763.139,-1,-1,-1,-1,3420833,405801,4607906,4033,3319004
13,Mecklenburg-Vorpommern,1189769,310,739.843,-1,-1,-1,-1,879298,98685,1177411,838,855198
3,Niedersachsen,6233711,1884,779.837,-1,-1,-1,-1,4155833,513840,6094611,5478,4750314
5,Nordrhein-Westfalen,14325840,3319,798.221,-1,-1,-1,-1,10318425,902807,13922888,8990,10305906
7,Rheinland-Pfalz,3155943,1087,770.889,-1,-1,-1,-1,2306196,241074,3024109,2819,2266816
10,Saarland,807368,188,818.096,-1,-1,-1,-1,609061,65571,796687,699,615976
14,Sachsen,2634543,981,646.995,-1,-1,-1,-1,1984334,241003,2569720,3058,1809146
15,Sachsen-Anhalt,1558966,536,710.306,-1,-1,-1,-1,1113159,145845,1565504,1372,1094563
1,Schleswig-Holstein,2328012,839,801.720,-1,-1,-1,-1,1644941,190477,2304199,2523,1841648
16,Thüringen,1477471,670,696.842,-1,-1,-1,-1,1072648,140838,1461920,1986,1026827
0,Gesamt,63237364,18114,760.369,-1,-1,-1,-1,45280060,5079529,62066928,54347,45715094
