RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5494421,64079,494.975,-1,-1,-1,-1,3700052,472054,3212384,94113
9,Bayern,6177075,59527,470.644,-1,-1,-1,-1,4268060,433199,3854147,115166
11,Berlin,1855543,20481,505.668,-1,-1,-1,-1,1244702,200861,1024912,28738
12,Brandenburg,1231813,12948,488.448,-1,-1,-1,-1,827568,105882,698638,21063
4,Bremen,383268,4430,562.635,-1,-1,-1,-1,248644,22811,209413,4211
2,Hamburg,873325,11453,472.770,-1,-1,-1,-1,577358,81632,523898,15133
6,Hessen,3121370,25777,496.395,-1,-1,-1,-1,2094644,234950,1722694,54856
13,Mecklenburg-Vorpommern,828918,9531,515.452,-1,-1,-1,-1,588843,69287,514926,18216
3,Niedersachsen,4082805,38481,510.759,-1,-1,-1,-1,2527540,267741,2317799,79382
5,Nordrhein-Westfalen,9426864,74826,525.255,-1,-1,-1,-1,6182815,657771,5624225,149482
7,Rheinland-Pfalz,2054123,24672,501.752,-1,-1,-1,-1,1390023,178786,1178226,30519
10,Saarland,527980,4532,534.995,-1,-1,-1,-1,393576,36328,350759,11275
14,Sachsen,1820496,16105,447.080,-1,-1,-1,-1,1262101,164153,1213501,31323
15,Sachsen-Anhalt,1052612,12664,479.598,-1,-1,-1,-1,721527,95236,639926,20379
1,Schleswig-Holstein,1557942,16374,536.523,-1,-1,-1,-1,1048889,113984,886168,23337
16,Thüringen,1024308,9227,480.134,-1,-1,-1,-1,712667,117595,612519,15738
0,Gesamt,41662903,407562,500.956,-1,-1,-1,-1,27841243,3327953,24657569,715081
