RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,3567730,32066,321.406,-1,-1,-1,-1,2433712,233052,994296,18474
9,Bayern,4381270,25242,333.818,-1,-1,-1,-1,3102583,281687,1175360,19782
11,Berlin,1090630,6420,297.216,-1,-1,-1,-1,765728,65668,406949,5959
12,Brandenburg,725504,33,287.682,-1,-1,-1,-1,495190,53795,241717,0
4,Bremen,232341,2709,341.075,-1,-1,-1,-1,152863,12892,82700,1027
2,Hamburg,605130,4767,327.584,-1,-1,-1,-1,408455,52437,160875,4917
6,Hessen,2048352,23355,325.752,-1,-1,-1,-1,1347896,146837,534750,4206
13,Mecklenburg-Vorpommern,562619,91,349.857,-1,-1,-1,-1,409017,37227,138996,317
3,Niedersachsen,2710302,10942,339.059,-1,-1,-1,-1,1745379,188505,649555,3474
5,Nordrhein-Westfalen,6210075,45539,346.019,-1,-1,-1,-1,4338228,318827,1536924,14735
7,Rheinland-Pfalz,1286872,3955,314.339,-1,-1,-1,-1,908850,59999,451340,2159
10,Saarland,363731,1028,368.564,-1,-1,-1,-1,282637,25458,95534,4
14,Sachsen,1174652,5135,288.473,-1,-1,-1,-1,840693,72086,523435,13706
15,Sachsen-Anhalt,708859,862,322.975,-1,-1,-1,-1,502322,47858,201735,2781
1,Schleswig-Holstein,889448,4092,306.308,-1,-1,-1,-1,645189,51613,321165,6302
16,Thüringen,638408,4608,299.247,-1,-1,-1,-1,467158,38938,289899,100
0,Gesamt,27266358,170844,327.852,-1,-1,-1,-1,18847145,1738394,7813381,97943
