RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5268129,16283,474.589,-1,-1,-1,-1,3528349,456065,2866480,40505
9,Bayern,6086217,2729,463.721,-1,-1,-1,-1,4214309,418219,3420126,2364
11,Berlin,1781670,6360,485.536,-1,-1,-1,-1,1193850,189972,915325,11433
12,Brandenburg,1180066,787,467.929,-1,-1,-1,-1,790987,101794,623983,408
4,Bremen,364524,2455,535.119,-1,-1,-1,-1,232738,21897,192988,426
2,Hamburg,836798,424,452.996,-1,-1,-1,-1,549467,81026,467818,6633
6,Hessen,3017809,6574,479.925,-1,-1,-1,-1,2017014,233608,1501767,24148
13,Mecklenburg-Vorpommern,796437,1290,495.254,-1,-1,-1,-1,565350,65838,450835,1680
3,Niedersachsen,3924573,6565,490.964,-1,-1,-1,-1,2433612,244327,2021340,4539
5,Nordrhein-Westfalen,9108358,7512,507.508,-1,-1,-1,-1,5971448,652481,4915886,58164
7,Rheinland-Pfalz,1953628,3872,477.204,-1,-1,-1,-1,1308868,177165,1053061,1941
10,Saarland,511243,144,518.036,-1,-1,-1,-1,382278,36221,306390,1140
14,Sachsen,1763700,5154,433.132,-1,-1,-1,-1,1216866,162514,1103176,8181
15,Sachsen-Anhalt,1003756,1522,457.337,-1,-1,-1,-1,688421,88203,563578,873
1,Schleswig-Holstein,1488011,6737,512.441,-1,-1,-1,-1,1007260,105777,791866,6241
16,Thüringen,990127,2391,464.112,-1,-1,-1,-1,686126,115192,553566,2796
0,Gesamt,40213007,70799,483.523,-1,-1,-1,-1,26828759,3224393,21812429,171483
