RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,5353731,46420,482.301,-1,-1,-1,-1,3589400,464835,3000609,77522
9,Bayern,6034163,49960,459.755,-1,-1,-1,-1,4169848,415760,3599168,109396
11,Berlin,1812669,18298,493.984,-1,-1,-1,-1,1215791,193706,960877,27123
12,Brandenburg,1202726,11957,476.914,-1,-1,-1,-1,805718,104009,654901,18687
4,Bremen,372887,4825,547.396,-1,-1,-1,-1,239500,22541,200241,4290
2,Hamburg,850648,7604,460.494,-1,-1,-1,-1,559180,81167,492332,14940
6,Hessen,3060028,24459,486.639,-1,-1,-1,-1,2047162,234249,1593681,54263
13,Mecklenburg-Vorpommern,809668,7104,503.482,-1,-1,-1,-1,574125,67308,477234,16587
3,Niedersachsen,3992638,39248,499.479,-1,-1,-1,-1,2473728,254408,2141763,72029
5,Nordrhein-Westfalen,9237901,67698,514.726,-1,-1,-1,-1,6051355,654620,5205388,132767
7,Rheinland-Pfalz,1990757,17063,486.274,-1,-1,-1,-1,1339403,178083,1097456,22565
10,Saarland,518348,3943,525.235,-1,-1,-1,-1,386503,36261,326222,11460
14,Sachsen,1786412,14301,438.709,-1,-1,-1,-1,1234162,163436,1148165,27159
15,Sachsen-Anhalt,1024212,9663,466.658,-1,-1,-1,-1,700632,92542,596861,19133
1,Schleswig-Holstein,1512364,19503,520.827,-1,-1,-1,-1,1022310,108406,827121,27657
16,Thüringen,1004069,7299,470.647,-1,-1,-1,-1,696755,116217,577777,14883
0,Gesamt,40707016,352359,489.463,-1,-1,-1,-1,27152605,3262194,22967526,651794
