RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7236370,7190,651.902,-1,-1,-1,-1,5101660,551523,6538350,9172,110213
9,Bayern,8479503,7287,646.070,-1,-1,-1,-1,6055045,668814,7690164,10276,73511
11,Berlin,2464677,2268,671.667,-1,-1,-1,-1,1730439,285781,2237030,3429,44880
12,Brandenburg,1550452,1006,614.797,-1,-1,-1,-1,1070100,131899,1371246,1287,10334
4,Bremen,535462,642,786.055,-1,-1,-1,-1,362564,34840,467951,654,8993
2,Hamburg,1322461,2657,715.907,-1,-1,-1,-1,933380,118382,1177043,3046,6800
6,Hessen,4252562,3539,676.289,-1,-1,-1,-1,2968786,343214,3765253,5860,54093
13,Mecklenburg-Vorpommern,1054726,872,655.868,-1,-1,-1,-1,769668,82418,948981,1425,8077
3,Niedersachsen,5640480,3245,705.624,-1,-1,-1,-1,3637946,470817,4908972,7410,23490
5,Nordrhein-Westfalen,12977426,9809,723.088,-1,-1,-1,-1,9166531,791732,11355151,17864,160849
7,Rheinland-Pfalz,2849986,2656,696.154,-1,-1,-1,-1,2047665,213973,2485731,3639,36064
10,Saarland,727991,604,737.664,-1,-1,-1,-1,545826,57320,653235,888,6105
14,Sachsen,2336183,2013,573.723,-1,-1,-1,-1,1726854,208838,2119098,2429,12146
15,Sachsen-Anhalt,1377810,1084,627.766,-1,-1,-1,-1,969904,118876,1227017,1236,18235
1,Schleswig-Holstein,2112622,530,727.544,-1,-1,-1,-1,1460373,168467,1889553,981,40172
16,Thüringen,1281090,814,600.498,-1,-1,-1,-1,916183,126343,1166350,1011,14216
0,Gesamt,56392509,46221,678.066,-1,-1,-1,-1,39544968,4455850,50177152,70615,628332
