RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7454328,7403,671.537,-1,-1,-1,-1,5291363,554472,7274093,9035,411112
9,Bayern,8819606,14010,671.983,-1,-1,-1,-1,6347852,676502,8592602,12185,527841
11,Berlin,2565588,2989,699.167,-1,-1,-1,-1,1805690,299057,2484966,2681,245807
12,Brandenburg,1603439,1874,635.808,-1,-1,-1,-1,1116493,132136,1548867,2061,79893
4,Bremen,554958,351,814.675,-1,-1,-1,-1,377542,35387,538055,538,43249
2,Hamburg,1387654,1011,751.199,-1,-1,-1,-1,985303,119062,1349877,1392,78213
6,Hessen,4387404,3684,697.733,-1,-1,-1,-1,3086804,346555,4189210,4073,252627
13,Mecklenburg-Vorpommern,1090466,1342,678.092,-1,-1,-1,-1,800261,82835,1059434,1648,58139
3,Niedersachsen,5787112,5188,723.967,-1,-1,-1,-1,3771320,471391,5548285,8704,326499
5,Nordrhein-Westfalen,13317054,9219,742.012,-1,-1,-1,-1,9469480,794165,12708283,14185,835369
7,Rheinland-Pfalz,2926409,1658,714.821,-1,-1,-1,-1,2114738,214331,2756547,2780,177082
10,Saarland,749401,523,759.358,-1,-1,-1,-1,564111,57428,727524,698,44663
14,Sachsen,2413537,2812,592.720,-1,-1,-1,-1,1797081,211690,2328013,3265,126356
15,Sachsen-Anhalt,1421887,1794,647.849,-1,-1,-1,-1,1008487,119757,1391513,2348,79243
1,Schleswig-Holstein,2165382,1824,745.713,-1,-1,-1,-1,1507362,168994,2096429,1999,168561
16,Thüringen,1329123,1550,626.875,-1,-1,-1,-1,955673,126773,1301028,1899,109440
0,Gesamt,58167264,57271,699.406,-1,-1,-1,-1,41082607,4493306,56080963,69581,3565445
