RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,1492977,64771,134.498,-1,-1,-1,-1,950154,70915,613596,14683,-1
9,Bayern,1819424,89741,138.626,-1,-1,-1,-1,1214803,92601,820682,13536,-1
11,Berlin,512452,16526,139.652,-1,-1,-1,-1,316113,47481,247415,5911,-1
12,Brandenburg,391850,20955,155.379,-1,-1,-1,-1,252033,29126,118724,6101,-1
4,Bremen,112228,5487,164.750,-1,-1,-1,-1,75563,6951,40097,680,-1
2,Hamburg,253179,8979,137.057,-1,-1,-1,-1,170545,12201,102463,1400,-1
6,Hessen,814619,36785,129.550,-1,-1,-1,-1,540369,33374,385843,6772,-1
13,Mecklenburg-Vorpommern,201231,12254,125.133,-1,-1,-1,-1,145408,14535,84750,2744,-1
3,Niedersachsen,1065686,56183,133.317,-1,-1,-1,-1,685896,69548,447263,8792,-1
5,Nordrhein-Westfalen,2469595,121083,137.603,-1,-1,-1,-1,1548023,107165,967083,14438,-1
7,Rheinland-Pfalz,584695,25150,142.821,-1,-1,-1,-1,403210,35086,199794,5218,-1
10,Saarland,156806,7938,158.890,-1,-1,-1,-1,106634,10959,56641,1217,-1
14,Sachsen,519916,39889,127.682,-1,-1,-1,-1,374937,30456,277467,1617,-1
15,Sachsen-Anhalt,319799,20964,145.709,-1,-1,-1,-1,202549,25505,108549,2079,-1
1,Schleswig-Holstein,459668,23579,158.300,-1,-1,-1,-1,308460,27761,131747,3728,-1
16,Thüringen,319064,13171,149.558,-1,-1,-1,-1,214311,20017,135443,2468,-1
0,Gesamt,11515936,564971,138.468,-1,-1,-1,-1,7509009,642187,4737605,91386,-1
