RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,328058,8727,29.554,188056,112361,10725,62130,313838,14185,142052,10343
9,Bayern,450982,15468,34.361,173693,221220,11264,103046,434665,12424,226982,8225
11,Berlin,127951,1830,34.869,95140,30248,150,36490,123143,4209,68363,5314
12,Brandenburg,81579,780,32.348,37395,40843,1304,18588,77465,4114,54965,6524
4,Bremen,24004,419,35.238,11653,9218,206,7453,22391,1379,13138,946
2,Hamburg,63800,1652,34.538,25845,31785,1875,13525,59649,1604,32068,1322
6,Hessen,185003,4039,29.421,88783,73402,5638,43187,181754,2962,80179,3840
13,Mecklenburg-Vorpommern,62198,1392,38.677,14342,28551,1450,19484,59478,1456,33096,1403
3,Niedersachsen,207117,7706,25.910,55182,105215,30648,81137,199388,5007,113705,9615
5,Nordrhein-Westfalen,551549,20419,30.732,109326,322627,13563,170571,521601,14915,278216,5229
7,Rheinland-Pfalz,149368,390,36.485,52543,61215,97,35513,144874,4494,93856,8667
10,Saarland,31392,1619,31.809,20380,8533,0,8388,29432,1456,15993,285
14,Sachsen,123971,3111,30.445,27575,69691,3840,28976,120268,3703,57331,2765
15,Sachsen-Anhalt,66644,3440,30.365,23291,33504,3019,22103,61808,1611,37215,1903
1,Schleswig-Holstein,103611,956,35.682,29641,31296,6626,32601,101321,1348,50705,3808
16,Thüringen,78446,2779,36.771,35959,32907,3557,9087,75397,3049,33709,2140
0,Gesamt,2635673,74727,31.691,988804,1212616,93962,692279,2526472,77916,1331573,72329
