RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,4394941,16018,395.927,-1,-1,-1,-1,2985029,350540,1572399,13681
9,Bayern,5361233,9060,408.483,-1,-1,-1,-1,3771390,381133,1856155,44530
11,Berlin,1392851,9409,379.576,-1,-1,-1,-1,951390,126005,563669,5348
12,Brandenburg,892386,7829,353.856,-1,-1,-1,-1,605219,67878,371956,378
4,Bremen,281030,1537,412.550,-1,-1,-1,-1,183068,15265,123529,1104
2,Hamburg,709308,1071,383.980,-1,-1,-1,-1,481866,66029,262288,6414
6,Hessen,2550354,11440,405.585,-1,-1,-1,-1,1698162,208195,800211,12642
13,Mecklenburg-Vorpommern,669819,937,416.518,-1,-1,-1,-1,484535,51999,217510,2799
3,Niedersachsen,3273116,4269,409.467,-1,-1,-1,-1,2114173,209427,1009906,10194
5,Nordrhein-Westfalen,7678917,34846,427.861,-1,-1,-1,-1,5221812,525281,2381041,32627
7,Rheinland-Pfalz,1582735,6782,386.608,-1,-1,-1,-1,1091556,109738,640439,7496
10,Saarland,436080,1219,441.874,-1,-1,-1,-1,333699,31208,162750,4338
14,Sachsen,1428859,6834,350.901,-1,-1,-1,-1,984848,141043,742201,8985
15,Sachsen-Anhalt,836609,2637,381.181,-1,-1,-1,-1,596072,62815,300343,1936
1,Schleswig-Holstein,1125668,8632,387.657,-1,-1,-1,-1,790555,73061,496490,4968
16,Thüringen,800104,6603,375.041,-1,-1,-1,-1,566282,81997,368740,1011
0,Gesamt,33503002,129123,402.841,-1,-1,-1,-1,22865794,2566223,11896572,158451
