RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,813088,24673,73.249,385183,352656,39353,89171,557021,36354,370539,10735
9,Bayern,1059729,35152,80.743,464708,474324,68403,130042,773124,43628,488664,11702
11,Berlin,268888,8604,73.277,187410,85398,150,44202,209868,15950,138885,1752
12,Brandenburg,172734,10120,68.494,70320,88484,12435,24265,108246,7950,80433,500
4,Bremen,57609,1852,84.570,23818,28759,1327,8495,37164,3037,24829,480
2,Hamburg,144087,4137,78.001,59778,75737,3422,15979,96800,5915,67723,1322
6,Hessen,467388,17936,74.329,209437,194138,28661,51986,352609,16506,200909,5465
13,Mecklenburg-Vorpommern,115342,5781,71.724,41295,48187,3145,26610,90994,6321,57483,736
3,Niedersachsen,559283,16505,69.966,266223,226813,52177,98246,419677,19655,249246,11486
5,Nordrhein-Westfalen,1201981,22562,66.973,478591,644240,27263,154818,851201,28352,514244,11191
7,Rheinland-Pfalz,329055,12333,80.377,112869,171980,7686,36520,213540,4573,143839,242
10,Saarland,83608,2778,84.719,45719,30636,2836,11164,57228,3217,31765,1019
14,Sachsen,303146,6812,74.447,121524,116842,17551,33995,258048,13189,130071,4639
15,Sachsen-Anhalt,150775,7297,68.697,59469,71670,7681,32579,104550,7927,68396,1691
1,Schleswig-Holstein,224345,8846,77.260,97726,95635,10915,55985,162209,7423,98811,185
16,Thüringen,162426,4999,76.136,79691,67736,10526,25435,121656,8314,83949,2596
0,Gesamt,6113484,190387,73.509,2703761,2773235,293531,839492,4413935,228311,2749786,65741
