RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,8221444,283,740.644,-1,-1,-1,-1,5911152,641792,8248425,459,6365475
9,Bayern,9733875,275,741.643,-1,-1,-1,-1,7123240,763922,9838665,830,7423262
11,Berlin,2851993,2737,777.218,-1,-1,-1,-1,2039650,330271,2829414,270,2205954
12,Brandenburg,1758314,39,697.220,-1,-1,-1,-1,1239424,153456,1749651,99,1320654
4,Bremen,615002,34,902.819,-1,-1,-1,-1,421195,45860,607655,100,443738
2,Hamburg,1543849,46,835.754,-1,-1,-1,-1,1110091,130032,1542088,161,1124520
6,Hessen,4836215,123,769.108,-1,-1,-1,-1,3452115,407757,4702748,268,3586040
13,Mecklenburg-Vorpommern,1198706,43,745.400,-1,-1,-1,-1,885602,99493,1200832,195,923232
3,Niedersachsen,6285728,153,786.344,-1,-1,-1,-1,4197202,517307,6224934,474,5104261
5,Nordrhein-Westfalen,14433050,280,804.194,-1,-1,-1,-1,10405461,910566,14169376,719,11081930
7,Rheinland-Pfalz,3182234,57,777.311,-1,-1,-1,-1,2324456,242736,3085145,110,2429502
10,Saarland,811949,18,822.738,-1,-1,-1,-1,612485,65846,810400,37,652744
14,Sachsen,2654933,93,652.002,-1,-1,-1,-1,1999961,242106,2622236,292,1966281
15,Sachsen-Anhalt,1570817,36,715.705,-1,-1,-1,-1,1122523,146741,1599092,122,1192342
1,Schleswig-Holstein,2344088,18,807.256,-1,-1,-1,-1,1657886,191478,2353063,20,2105997
16,Thüringen,1489759,31,702.638,-1,-1,-1,-1,1081724,141252,1492098,83,1103227
0,Gesamt,63734027,4266,766.341,-1,-1,-1,-1,45674466,5113954,63270874,4242,49171747
