RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,6987688,10517,629.499,-1,-1,-1,-1,4899155,547682,6659715,12317
9,Bayern,8207831,13863,625.371,-1,-1,-1,-1,5834566,659136,7766632,17703
11,Berlin,2396591,4437,653.113,-1,-1,-1,-1,1678083,276317,2229688,6889
12,Brandenburg,1502801,3797,595.902,-1,-1,-1,-1,1032133,131585,1402065,4196
4,Bremen,514908,1127,755.882,-1,-1,-1,-1,347543,33515,483758,1170
2,Hamburg,1278252,2660,691.975,-1,-1,-1,-1,897806,117982,1194293,3417
6,Hessen,4105905,8406,652.966,-1,-1,-1,-1,2846956,340026,3774324,14376
13,Mecklenburg-Vorpommern,1024072,2467,636.806,-1,-1,-1,-1,745573,81469,963703,2680
3,Niedersachsen,5462508,11263,683.360,-1,-1,-1,-1,3504175,468929,5032138,19546
5,Nordrhein-Westfalen,12545326,28287,699.012,-1,-1,-1,-1,8797896,785219,11436157,28493
7,Rheinland-Pfalz,2740592,4763,669.433,-1,-1,-1,-1,1956518,211310,2508662,7874
10,Saarland,708297,1409,717.708,-1,-1,-1,-1,529746,57252,662243,2440
14,Sachsen,2253217,4571,553.348,-1,-1,-1,-1,1656906,201841,2119183,5342
15,Sachsen-Anhalt,1334031,2870,607.819,-1,-1,-1,-1,935207,118099,1269031,3804
1,Schleswig-Holstein,2047740,2377,705.200,-1,-1,-1,-1,1407068,167300,1885079,3120
16,Thüringen,1244469,1798,583.333,-1,-1,-1,-1,889765,124415,1190769,3256
0,Gesamt,54541599,104704,655.810,-1,-1,-1,-1,38039602,4404152,50754494,136878
