RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,5823202,66429,524.594,-1,-1,-1,-1,3965569,491859,3687801,72604,-1
9,Bayern,6566117,83076,500.286,-1,-1,-1,-1,4543226,499329,4439808,91908,-1
11,Berlin,1951012,18117,531.685,-1,-1,-1,-1,1316052,213238,1196317,25215,-1
12,Brandenburg,1290078,10197,511.551,-1,-1,-1,-1,869773,113389,796866,18349,-1
4,Bremen,408773,5023,600.076,-1,-1,-1,-1,271787,23130,231086,3049,-1
2,Hamburg,927113,11284,501.887,-1,-1,-1,-1,620599,82547,607500,13077,-1
6,Hessen,3281021,29795,521.784,-1,-1,-1,-1,2216083,245573,2029120,38316,-1
13,Mecklenburg-Vorpommern,864000,8266,537.267,-1,-1,-1,-1,617571,70624,584224,11280,-1
3,Niedersachsen,4315096,54228,539.818,-1,-1,-1,-1,2676485,306642,2674186,40109,-1
5,Nordrhein-Westfalen,9876884,97654,550.329,-1,-1,-1,-1,6524826,667601,6530475,111192,-1
7,Rheinland-Pfalz,2195706,24429,536.336,-1,-1,-1,-1,1505927,181479,1343129,24812,-1
10,Saarland,554847,6238,562.219,-1,-1,-1,-1,414538,37300,401722,6620,-1
14,Sachsen,1910371,22935,469.151,-1,-1,-1,-1,1338212,171209,1355770,23912,-1
15,Sachsen-Anhalt,1110769,12465,506.095,-1,-1,-1,-1,766055,100990,729811,13076,-1
1,Schleswig-Holstein,1647254,17308,567.281,-1,-1,-1,-1,1112453,123625,1007848,17681,-1
16,Thüringen,1075288,7070,504.031,-1,-1,-1,-1,756519,121303,680673,14323,-1
0,Gesamt,43958788,476599,528.562,-1,-1,-1,-1,29577875,3526659,28383081,528826,-1
