RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag,Auffrischimpfungen
8,Baden-Württemberg,7346587,6013,661.831,-1,-1,-1,-1,5197261,552822,7116995,11104,198720
9,Bayern,8650762,9061,659.119,-1,-1,-1,-1,6199684,672840,8366798,12650,182782
11,Berlin,2516861,2352,685.888,-1,-1,-1,-1,1767826,294354,2417859,2989,108642
12,Brandenburg,1579045,986,626.135,-1,-1,-1,-1,1094550,132016,1512576,1509,24217
4,Bremen,547768,534,804.120,-1,-1,-1,-1,371788,35255,525482,578,17192
2,Hamburg,1357925,1139,735.105,-1,-1,-1,-1,960787,118786,1305773,2064,23559
6,Hessen,4324235,2905,687.688,-1,-1,-1,-1,3029352,345431,4094286,4904,99893
13,Mecklenburg-Vorpommern,1072871,994,667.151,-1,-1,-1,-1,784519,82658,1035855,1282,18186
3,Niedersachsen,5722465,3065,715.880,-1,-1,-1,-1,3711642,471054,5432591,5719,83324
5,Nordrhein-Westfalen,13161233,6882,733.330,-1,-1,-1,-1,9327126,793159,12436343,14045,335896
7,Rheinland-Pfalz,2890912,1558,706.151,-1,-1,-1,-1,2083218,214138,2696079,2958,74765
10,Saarland,740870,466,750.714,-1,-1,-1,-1,556547,57362,714070,739,15383
14,Sachsen,2376798,1703,583.697,-1,-1,-1,-1,1763065,210445,2277728,2482,33768
15,Sachsen-Anhalt,1401105,1113,638.380,-1,-1,-1,-1,989792,119274,1360340,2194,34062
1,Schleswig-Holstein,2137673,1643,736.171,-1,-1,-1,-1,1482708,168642,2057209,2943,72702
16,Thüringen,1306385,1629,616.150,-1,-1,-1,-1,936098,126581,1272594,2210,34191
0,Gesamt,57326792,42099,689.300,-1,-1,-1,-1,40338519,4477506,54807710,70465,1357677
