RS,Bundesland,Impfungenkumulativ,DifferenzzumVortag,Impfungenpro1.000Einwohner,IndikationnachAlter,BeruflicheIndikation,MedizinischeIndikation,PflegeheimbewohnerIn,ImpfungenkumulativBiontec,ImpfungenkumulativModerna,ZweiteImpfungkumulativ,ZweiteImpfungDifferenzzumVortag
8,Baden-Württemberg,1002604,21266,90.321,466133,424123,64332,94806,682245,41606,447118,6521
9,Bayern,1253377,17517,95.497,576661,536147,95067,134486,882724,59085,590062,7402
11,Berlin,346758,8491,94.498,241578,111657,1189,46354,249862,30034,160439,3691
12,Brandenburg,225473,355,89.406,104158,98351,21766,26267,145847,13634,85550,0
4,Bremen,69273,1160,101.692,28744,35048,1572,8685,44802,3252,29672,233
2,Hamburg,173735,2771,94.050,69533,93331,5721,16031,119377,6987,79430,1339
6,Hessen,575753,14177,91.563,242522,230863,49186,53627,414390,19969,253214,4018
13,Mecklenburg-Vorpommern,129336,0,80.426,48936,52730,4357,27690,100476,6591,62268,0
3,Niedersachsen,684712,3913,85.657,323644,288708,58451,102024,479917,29364,310375,0
5,Nordrhein-Westfalen,1525834,27855,85.018,585827,794107,31635,197338,1080116,31951,671173,9432
7,Rheinland-Pfalz,395392,2818,96.581,140193,203234,13999,37966,256571,13964,156010,0
10,Saarland,106127,0,107.537,56344,37719,5299,13213,74020,5139,36863,0
14,Sachsen,330616,2963,81.193,130124,126311,23046,33995,268071,16947,182516,5386
15,Sachsen-Anhalt,190866,1186,86.964,83075,81173,12410,34336,132323,12024,78315,3
1,Schleswig-Holstein,290445,7384,100.023,142671,110586,16647,60388,202742,13837,100924,76
16,Thüringen,216772,8168,101.610,105349,81384,24389,27700,148716,8965,101286,164
0,Gesamt,7523137,120024,90.459,3345492,3311536,429066,914906,5282199,313379,3345235,38265
